,station_name,date,entry_exit,tapcount,DLR,tube,NR,EL,Overground
6139,Northolt,2019-03-31,Exit,201733,False,True,False,False,False
6140,Northolt,2019-05-31,Exit,188496,False,True,False,False,False
6141,Northolt,2019-11-30,Exit,208290,False,True,False,False,False
6142,Northolt,2019-10-31,Exit,213433,False,True,False,False,False
6143,Northolt,2019-09-30,Exit,201265,False,True,False,False,False
6144,Northwick Park,2019-04-30,Entry,162232,False,True,False,False,False
6145,Northwick Park,2019-08-31,Entry,146563,False,True,False,False,False
6146,Northwick Park,2019-12-31,Entry,144755,False,True,False,False,False
6147,Northwick Park,2019-02-28,Entry,166911,False,True,False,False,False
6148,Northwick Park,2019-01-31,Entry,159752,False,True,False,False,False
6149,Northwick Park,2019-07-31,Entry,166702,False,True,False,False,False
6150,Northwick Park,2019-06-30,Entry,159498,False,True,False,False,False
6151,Northwick Park,2019-03-31,Entry,182658,False,True,False,False,False
6152,Northwick Park,2019-05-31,Entry,171941,False,True,False,False,False
6153,Northwick Park,2019-11-30,Entry,185801,False,True,False,False,False
6154,Northwick Park,2019-10-31,Entry,192985,False,True,False,False,False
6155,Northwick Park,2019-09-30,Entry,161805,False,True,False,False,False
6156,Northwick Park,2019-04-30,Exit,160093,False,True,False,False,False
6157,Northwick Park,2019-08-31,Exit,143863,False,True,False,False,False
6158,Northwick Park,2019-12-31,Exit,140047,False,True,False,False,False
6159,Northwick Park,2019-02-28,Exit,163890,False,True,False,False,False
6160,Northwick Park,2019-01-31,Exit,161475,False,True,False,False,False
6161,Northwick Park,2019-07-31,Exit,164458,False,True,False,False,False
6162,Northwick Park,2019-06-30,Exit,156851,False,True,False,False,False
6163,Northwick Park,2019-03-31,Exit,178694,False,True,False,False,False
6164,Northwick Park,2019-05-31,Exit,169707,False,True,False,False,False
6165,Northwick Park,2019-11-30,Exit,180684,False,True,False,False,False
6166,Northwick Park,2019-10-31,Exit,189361,False,True,False,False,False
6167,Northwick Park,2019-09-30,Exit,158115,False,True,False,False,False
6168,Northwood,2019-04-30,Entry,101763,False,True,False,False,False
6169,Northwood,2019-08-31,Entry,98596,False,True,False,False,False
6170,Northwood,2019-12-31,Entry,99342,False,True,False,False,False
6171,Northwood,2019-02-28,Entry,104018,False,True,False,False,False
6172,Northwood,2019-01-31,Entry,105790,False,True,False,False,False
6173,Northwood,2019-07-31,Entry,111777,False,True,False,False,False
6174,Northwood,2019-06-30,Entry,112996,False,True,False,False,False
6175,Northwood,2019-03-31,Entry,117482,False,True,False,False,False
6176,Northwood,2019-05-31,Entry,112950,False,True,False,False,False
6177,Northwood,2019-11-30,Entry,117192,False,True,False,False,False
6178,Northwood,2019-10-31,Entry,115647,False,True,False,False,False
6179,Northwood,2019-09-30,Entry,112187,False,True,False,False,False
6180,Northwood,2019-04-30,Exit,99343,False,True,False,False,False
6181,Northwood,2019-08-31,Exit,94607,False,True,False,False,False
6182,Northwood,2019-12-31,Exit,96184,False,True,False,False,False
6183,Northwood,2019-02-28,Exit,102634,False,True,False,False,False
6184,Northwood,2019-01-31,Exit,106108,False,True,False,False,False
6185,Northwood,2019-07-31,Exit,108339,False,True,False,False,False
6186,Northwood,2019-06-30,Exit,110809,False,True,False,False,False
6187,Northwood,2019-03-31,Exit,115723,False,True,False,False,False
6188,Northwood,2019-05-31,Exit,110443,False,True,False,False,False
6189,Northwood,2019-11-30,Exit,114432,False,True,False,False,False
6190,Northwood,2019-10-31,Exit,113475,False,True,False,False,False
6191,Northwood,2019-09-30,Exit,109819,False,True,False,False,False
6192,Northwood Hills,2019-04-30,Entry,74620,False,True,False,False,False
6193,Northwood Hills,2019-08-31,Entry,72190,False,True,False,False,False
6194,Northwood Hills,2019-12-31,Entry,71394,False,True,False,False,False
6195,Northwood Hills,2019-02-28,Entry,74911,False,True,False,False,False
6196,Northwood Hills,2019-01-31,Entry,76688,False,True,False,False,False
6197,Northwood Hills,2019-07-31,Entry,82123,False,True,False,False,False
6198,Northwood Hills,2019-06-30,Entry,79532,False,True,False,False,False
6199,Northwood Hills,2019-03-31,Entry,84311,False,True,False,False,False
6200,Northwood Hills,2019-05-31,Entry,81042,False,True,False,False,False
6201,Northwood Hills,2019-11-30,Entry,82601,False,True,False,False,False
6202,Northwood Hills,2019-10-31,Entry,82941,False,True,False,False,False
6203,Northwood Hills,2019-09-30,Entry,80256,False,True,False,False,False
6204,Northwood Hills,2019-04-30,Exit,71439,False,True,False,False,False
6205,Northwood Hills,2019-08-31,Exit,68827,False,True,False,False,False
6206,Northwood Hills,2019-12-31,Exit,67698,False,True,False,False,False
6207,Northwood Hills,2019-02-28,Exit,72107,False,True,False,False,False
6208,Northwood Hills,2019-01-31,Exit,75459,False,True,False,False,False
6209,Northwood Hills,2019-07-31,Exit,78219,False,True,False,False,False
6210,Northwood Hills,2019-06-30,Exit,75861,False,True,False,False,False
6211,Northwood Hills,2019-03-31,Exit,81113,False,True,False,False,False
6212,Northwood Hills,2019-05-31,Exit,77469,False,True,False,False,False
6213,Northwood Hills,2019-11-30,Exit,78157,False,True,False,False,False
6214,Northwood Hills,2019-10-31,Exit,78948,False,True,False,False,False
6215,Northwood Hills,2019-09-30,Exit,75964,False,True,False,False,False
6216,Norwood Junction,2019-04-30,Entry,173942,False,False,True,False,True
6217,Norwood Junction,2019-08-31,Entry,172115,False,False,True,False,True
6218,Norwood Junction,2019-12-31,Entry,159392,False,False,True,False,True
6219,Norwood Junction,2019-02-28,Entry,162518,False,False,True,False,True
6220,Norwood Junction,2019-01-31,Entry,165151,False,False,True,False,True
6221,Norwood Junction,2019-07-31,Entry,176483,False,False,True,False,True
6222,Norwood Junction,2019-06-30,Entry,173979,False,False,True,False,True
6223,Norwood Junction,2019-03-31,Entry,181605,False,False,True,False,True
6224,Norwood Junction,2019-05-31,Entry,173526,False,False,True,False,True
6225,Norwood Junction,2019-11-30,Entry,180606,False,False,True,False,True
6226,Norwood Junction,2019-10-31,Entry,190747,False,False,True,False,True
6227,Norwood Junction,2019-09-30,Entry,173330,False,False,True,False,True
6228,Norwood Junction,2019-04-30,Exit,158112,False,False,True,False,True
6229,Norwood Junction,2019-08-31,Exit,150896,False,False,True,False,True
6230,Norwood Junction,2019-12-31,Exit,138432,False,False,True,False,True
6231,Norwood Junction,2019-02-28,Exit,148413,False,False,True,False,True
6232,Norwood Junction,2019-01-31,Exit,153923,False,False,True,False,True
6233,Norwood Junction,2019-07-31,Exit,158554,False,False,True,False,True
6234,Norwood Junction,2019-06-30,Exit,152642,False,False,True,False,True
6235,Norwood Junction,2019-03-31,Exit,160242,False,False,True,False,True
6236,Norwood Junction,2019-05-31,Exit,152585,False,False,True,False,True
6237,Norwood Junction,2019-11-30,Exit,161810,False,False,True,False,True
6238,Norwood Junction,2019-10-31,Exit,170369,False,False,True,False,True
6239,Norwood Junction,2019-09-30,Exit,152813,False,False,True,False,True
6240,Notting Hill Gate,2019-04-30,Entry,598420,False,True,False,False,False
6241,Notting Hill Gate,2019-08-31,Entry,558998,False,True,False,False,False
6242,Notting Hill Gate,2019-12-31,Entry,576290,False,True,False,False,False
6243,Notting Hill Gate,2019-02-28,Entry,566637,False,True,False,False,False
6244,Notting Hill Gate,2019-01-31,Entry,549423,False,True,False,False,False
6245,Notting Hill Gate,2019-07-31,Entry,618464,False,True,False,False,False
6246,Notting Hill Gate,2019-06-30,Entry,607744,False,True,False,False,False
6247,Notting Hill Gate,2019-03-31,Entry,651093,False,True,False,False,False
6248,Notting Hill Gate,2019-05-31,Entry,611160,False,True,False,False,False
6249,Notting Hill Gate,2019-11-30,Entry,646597,False,True,False,False,False
6250,Notting Hill Gate,2019-10-31,Entry,667239,False,True,False,False,False
6251,Notting Hill Gate,2019-09-30,Entry,591960,False,True,False,False,False
6252,Notting Hill Gate,2019-04-30,Exit,632898,False,True,False,False,False
6253,Notting Hill Gate,2019-08-31,Exit,663987,False,True,False,False,False
6254,Notting Hill Gate,2019-12-31,Exit,600329,False,True,False,False,False
6255,Notting Hill Gate,2019-02-28,Exit,590585,False,True,False,False,False
6256,Notting Hill Gate,2019-01-31,Exit,584986,False,True,False,False,False
6257,Notting Hill Gate,2019-07-31,Exit,648442,False,True,False,False,False
6258,Notting Hill Gate,2019-06-30,Exit,634541,False,True,False,False,False
6259,Notting Hill Gate,2019-03-31,Exit,681224,False,True,False,False,False
6260,Notting Hill Gate,2019-05-31,Exit,638252,False,True,False,False,False
6261,Notting Hill Gate,2019-11-30,Exit,661622,False,True,False,False,False
6262,Notting Hill Gate,2019-10-31,Exit,688105,False,True,False,False,False
6263,Notting Hill Gate,2019-09-30,Exit,616280,False,True,False,False,False
6264,Oakwood,2019-04-30,Entry,109989,False,True,False,False,False
6265,Oakwood,2019-08-31,Entry,115577,False,True,False,False,False
6266,Oakwood,2019-12-31,Entry,118829,False,True,False,False,False
6267,Oakwood,2019-02-28,Entry,105229,False,True,False,False,False
6268,Oakwood,2019-01-31,Entry,107385,False,True,False,False,False
6269,Oakwood,2019-07-31,Entry,126327,False,True,False,False,False
6270,Oakwood,2019-06-30,Entry,118089,False,True,False,False,False
6271,Oakwood,2019-03-31,Entry,117446,False,True,False,False,False
6272,Oakwood,2019-05-31,Entry,114843,False,True,False,False,False
6273,Oakwood,2019-11-30,Entry,122157,False,True,False,False,False
6274,Oakwood,2019-10-31,Entry,123937,False,True,False,False,False
6275,Oakwood,2019-09-30,Entry,114303,False,True,False,False,False
6276,Oakwood,2019-04-30,Exit,110475,False,True,False,False,False
6277,Oakwood,2019-08-31,Exit,114920,False,True,False,False,False
6278,Oakwood,2019-12-31,Exit,121506,False,True,False,False,False
6279,Oakwood,2019-02-28,Exit,107409,False,True,False,False,False
6280,Oakwood,2019-01-31,Exit,110729,False,True,False,False,False
6281,Oakwood,2019-07-31,Exit,128584,False,True,False,False,False
6282,Oakwood,2019-06-30,Exit,117943,False,True,False,False,False
6283,Oakwood,2019-03-31,Exit,120307,False,True,False,False,False
6284,Oakwood,2019-05-31,Exit,116968,False,True,False,False,False
6285,Oakwood,2019-11-30,Exit,122151,False,True,False,False,False
6286,Oakwood,2019-10-31,Exit,123842,False,True,False,False,False
6287,Oakwood,2019-09-30,Exit,112915,False,True,False,False,False
6288,Old Street,2019-04-30,Entry,981886,False,True,True,False,False
6289,Old Street,2019-08-31,Entry,931929,False,True,True,False,False
6290,Old Street,2019-12-31,Entry,885370,False,True,True,False,False
6291,Old Street,2019-02-28,Entry,982720,False,True,True,False,False
6292,Old Street,2019-01-31,Entry,987680,False,True,True,False,False
6293,Old Street,2019-07-31,Entry,1024648,False,True,True,False,False
6294,Old Street,2019-06-30,Entry,1009623,False,True,True,False,False
6295,Old Street,2019-03-31,Entry,1075592,False,True,True,False,False
6296,Old Street,2019-05-31,Entry,1041840,False,True,True,False,False
6297,Old Street,2019-11-30,Entry,1093625,False,True,True,False,False
6298,Old Street,2019-10-31,Entry,1130920,False,True,True,False,False
6299,Old Street,2019-09-30,Entry,982715,False,True,True,False,False
6300,Old Street,2019-04-30,Exit,1014004,False,True,True,False,False
6301,Old Street,2019-08-31,Exit,972240,False,True,True,False,False
6302,Old Street,2019-12-31,Exit,917345,False,True,True,False,False
6303,Old Street,2019-02-28,Exit,1017843,False,True,True,False,False
6304,Old Street,2019-01-31,Exit,1026223,False,True,True,False,False
6305,Old Street,2019-07-31,Exit,1053940,False,True,True,False,False
6306,Old Street,2019-06-30,Exit,1041387,False,True,True,False,False
6307,Old Street,2019-03-31,Exit,1113033,False,True,True,False,False
6308,Old Street,2019-05-31,Exit,1071736,False,True,True,False,False
6309,Old Street,2019-11-30,Exit,1123890,False,True,True,False,False
6310,Old Street,2019-10-31,Exit,1155215,False,True,True,False,False
6311,Old Street,2019-09-30,Exit,1007356,False,True,True,False,False
6312,Osterley,2019-04-30,Entry,86027,False,True,False,False,False
6313,Osterley,2019-08-31,Entry,87318,False,True,False,False,False
6314,Osterley,2019-12-31,Entry,91460,False,True,False,False,False
6315,Osterley,2019-02-28,Entry,80635,False,True,False,False,False
6316,Osterley,2019-01-31,Entry,80630,False,True,False,False,False
6317,Osterley,2019-07-31,Entry,94221,False,True,False,False,False
6318,Osterley,2019-06-30,Entry,89624,False,True,False,False,False
6319,Osterley,2019-03-31,Entry,90311,False,True,False,False,False
6320,Osterley,2019-05-31,Entry,82367,False,True,False,False,False
6321,Osterley,2019-11-30,Entry,91872,False,True,False,False,False
6322,Osterley,2019-10-31,Entry,96435,False,True,False,False,False
6323,Osterley,2019-09-30,Entry,89649,False,True,False,False,False
6324,Osterley,2019-04-30,Exit,85593,False,True,False,False,False
6325,Osterley,2019-08-31,Exit,86657,False,True,False,False,False
6326,Osterley,2019-12-31,Exit,88716,False,True,False,False,False
6327,Osterley,2019-02-28,Exit,80581,False,True,False,False,False
6328,Osterley,2019-01-31,Exit,82713,False,True,False,False,False
6329,Osterley,2019-07-31,Exit,93494,False,True,False,False,False
6330,Osterley,2019-06-30,Exit,89412,False,True,False,False,False
6331,Osterley,2019-03-31,Exit,90412,False,True,False,False,False
6332,Osterley,2019-05-31,Exit,82656,False,True,False,False,False
6333,Osterley,2019-11-30,Exit,91957,False,True,False,False,False
6334,Osterley,2019-10-31,Exit,96210,False,True,False,False,False
6335,Osterley,2019-09-30,Exit,90512,False,True,False,False,False
6336,Oval,2019-04-30,Entry,289215,False,True,False,False,False
6337,Oval,2019-08-31,Entry,292692,False,True,False,False,False
6338,Oval,2019-12-31,Entry,256500,False,True,False,False,False
6339,Oval,2019-02-28,Entry,284380,False,True,False,False,False
6340,Oval,2019-01-31,Entry,284325,False,True,False,False,False
6341,Oval,2019-07-31,Entry,314222,False,True,False,False,False
6342,Oval,2019-06-30,Entry,325844,False,True,False,False,False
6343,Oval,2019-03-31,Entry,311130,False,True,False,False,False
6344,Oval,2019-05-31,Entry,321200,False,True,False,False,False
6345,Oval,2019-11-30,Entry,313390,False,True,False,False,False
6346,Oval,2019-10-31,Entry,323434,False,True,False,False,False
6347,Oval,2019-09-30,Entry,318897,False,True,False,False,False
6348,Oval,2019-04-30,Exit,284973,False,True,False,False,False
6349,Oval,2019-08-31,Exit,276612,False,True,False,False,False
6350,Oval,2019-12-31,Exit,250863,False,True,False,False,False
6351,Oval,2019-02-28,Exit,279088,False,True,False,False,False
6352,Oval,2019-01-31,Exit,284069,False,True,False,False,False
6353,Oval,2019-07-31,Exit,296044,False,True,False,False,False
6354,Oval,2019-06-30,Exit,311744,False,True,False,False,False
6355,Oval,2019-03-31,Exit,306480,False,True,False,False,False
6356,Oval,2019-05-31,Exit,302593,False,True,False,False,False
6357,Oval,2019-11-30,Exit,303549,False,True,False,False,False
6358,Oval,2019-10-31,Exit,312412,False,True,False,False,False
6359,Oval,2019-09-30,Exit,299663,False,True,False,False,False
6360,Oxford Circus,2019-04-30,Entry,2788978,False,True,False,False,False
6361,Oxford Circus,2019-08-31,Entry,2771114,False,True,False,False,False
6362,Oxford Circus,2019-12-31,Entry,3244981,False,True,False,False,False
6363,Oxford Circus,2019-02-28,Entry,2703711,False,True,False,False,False
6364,Oxford Circus,2019-01-31,Entry,2821810,False,True,False,False,False
6365,Oxford Circus,2019-07-31,Entry,3053064,False,True,False,False,False
6366,Oxford Circus,2019-06-30,Entry,2848945,False,True,False,False,False
6367,Oxford Circus,2019-03-31,Entry,2934206,False,True,False,False,False
6368,Oxford Circus,2019-05-31,Entry,2799467,False,True,False,False,False
6369,Oxford Circus,2019-11-30,Entry,3250184,False,True,False,False,False
6370,Oxford Circus,2019-10-31,Entry,3295081,False,True,False,False,False
6371,Oxford Circus,2019-09-30,Entry,2879828,False,True,False,False,False
6372,Oxford Circus,2019-04-30,Exit,3198617,False,True,False,False,False
6373,Oxford Circus,2019-08-31,Exit,3221314,False,True,False,False,False
6374,Oxford Circus,2019-12-31,Exit,3775325,False,True,False,False,False
6375,Oxford Circus,2019-02-28,Exit,3075563,False,True,False,False,False
6376,Oxford Circus,2019-01-31,Exit,3268097,False,True,False,False,False
6377,Oxford Circus,2019-07-31,Exit,3507960,False,True,False,False,False
6378,Oxford Circus,2019-06-30,Exit,3265484,False,True,False,False,False
6379,Oxford Circus,2019-03-31,Exit,3339360,False,True,False,False,False
6380,Oxford Circus,2019-05-31,Exit,3201420,False,True,False,False,False
6381,Oxford Circus,2019-11-30,Exit,3759390,False,True,False,False,False
6382,Oxford Circus,2019-10-31,Exit,3783301,False,True,False,False,False
6383,Oxford Circus,2019-09-30,Exit,3273087,False,True,False,False,False
6384,Paddington,2019-04-30,Entry,1942026,False,True,False,False,False
6385,Paddington,2019-08-31,Entry,1976787,False,True,False,False,False
6386,Paddington,2019-12-31,Entry,1792251,False,True,False,False,False
6387,Paddington,2019-02-28,Entry,1854133,False,True,False,False,False
6388,Paddington,2019-01-31,Entry,1847977,False,True,False,False,False
6389,Paddington,2019-07-31,Entry,2111887,False,True,False,False,False
6390,Paddington,2019-06-30,Entry,2093365,False,True,False,False,False
6391,Paddington,2019-03-31,Entry,2061712,False,True,False,False,False
6392,Paddington,2019-05-31,Entry,2048721,False,True,False,False,False
6393,Paddington,2019-11-30,Entry,2118790,False,True,False,False,False
6394,Paddington,2019-10-31,Entry,2181094,False,True,False,False,False
6395,Paddington,2019-09-30,Entry,1983015,False,True,False,False,False
6396,Paddington,2019-04-30,Exit,1919878,False,True,False,False,False
6397,Paddington,2019-08-31,Exit,1951099,False,True,False,False,False
6398,Paddington,2019-12-31,Exit,1765496,False,True,False,False,False
6399,Paddington,2019-02-28,Exit,1835508,False,True,False,False,False
6400,Paddington,2019-01-31,Exit,1841157,False,True,False,False,False
6401,Paddington,2019-07-31,Exit,2080527,False,True,False,False,False
6402,Paddington,2019-06-30,Exit,2062866,False,True,False,False,False
6403,Paddington,2019-03-31,Exit,2049184,False,True,False,False,False
6404,Paddington,2019-05-31,Exit,2030766,False,True,False,False,False
6405,Paddington,2019-11-30,Exit,2081341,False,True,False,False,False
6406,Paddington,2019-10-31,Exit,2182593,False,True,False,False,False
6407,Paddington,2019-09-30,Exit,1925698,False,True,False,False,False
6408,Park Royal,2019-04-30,Entry,79482,False,True,False,False,False
6409,Park Royal,2019-08-31,Entry,80995,False,True,False,False,False
6410,Park Royal,2019-12-31,Entry,74164,False,True,False,False,False
6411,Park Royal,2019-02-28,Entry,76141,False,True,False,False,False
6412,Park Royal,2019-01-31,Entry,72991,False,True,False,False,False
6413,Park Royal,2019-07-31,Entry,88498,False,True,False,False,False
6414,Park Royal,2019-06-30,Entry,84019,False,True,False,False,False
6415,Park Royal,2019-03-31,Entry,81887,False,True,False,False,False
6416,Park Royal,2019-05-31,Entry,76346,False,True,False,False,False
6417,Park Royal,2019-11-30,Entry,85929,False,True,False,False,False
6418,Park Royal,2019-10-31,Entry,90060,False,True,False,False,False
6419,Park Royal,2019-09-30,Entry,72402,False,True,False,False,False
6420,Park Royal,2019-04-30,Exit,82629,False,True,False,False,False
6421,Park Royal,2019-08-31,Exit,84127,False,True,False,False,False
6422,Park Royal,2019-12-31,Exit,76951,False,True,False,False,False
6423,Park Royal,2019-02-28,Exit,79721,False,True,False,False,False
6424,Park Royal,2019-01-31,Exit,77014,False,True,False,False,False
6425,Park Royal,2019-07-31,Exit,92555,False,True,False,False,False
6426,Park Royal,2019-06-30,Exit,86868,False,True,False,False,False
6427,Park Royal,2019-03-31,Exit,85416,False,True,False,False,False
6428,Park Royal,2019-05-31,Exit,80465,False,True,False,False,False
6429,Park Royal,2019-11-30,Exit,89161,False,True,False,False,False
6430,Park Royal,2019-10-31,Exit,94907,False,True,False,False,False
6431,Park Royal,2019-09-30,Exit,75635,False,True,False,False,False
6432,Parsons Green,2019-04-30,Entry,228467,False,True,False,False,False
6433,Parsons Green,2019-08-31,Entry,226548,False,True,False,False,False
6434,Parsons Green,2019-12-31,Entry,237315,False,True,False,False,False
6435,Parsons Green,2019-02-28,Entry,253565,False,True,False,False,False
6436,Parsons Green,2019-01-31,Entry,261075,False,True,False,False,False
6437,Parsons Green,2019-07-31,Entry,270148,False,True,False,False,False
6438,Parsons Green,2019-06-30,Entry,241762,False,True,False,False,False
6439,Parsons Green,2019-03-31,Entry,257453,False,True,False,False,False
6440,Parsons Green,2019-05-31,Entry,266129,False,True,False,False,False
6441,Parsons Green,2019-11-30,Entry,280028,False,True,False,False,False
6442,Parsons Green,2019-10-31,Entry,266470,False,True,False,False,False
6443,Parsons Green,2019-09-30,Entry,265626,False,True,False,False,False
6444,Parsons Green,2019-04-30,Exit,223630,False,True,False,False,False
6445,Parsons Green,2019-08-31,Exit,216970,False,True,False,False,False
6446,Parsons Green,2019-12-31,Exit,231576,False,True,False,False,False
6447,Parsons Green,2019-02-28,Exit,244889,False,True,False,False,False
6448,Parsons Green,2019-01-31,Exit,260980,False,True,False,False,False
6449,Parsons Green,2019-07-31,Exit,260695,False,True,False,False,False
6450,Parsons Green,2019-06-30,Exit,236402,False,True,False,False,False
6451,Parsons Green,2019-03-31,Exit,250227,False,True,False,False,False
6452,Parsons Green,2019-05-31,Exit,259061,False,True,False,False,False
6453,Parsons Green,2019-11-30,Exit,267792,False,True,False,False,False
6454,Parsons Green,2019-10-31,Exit,258043,False,True,False,False,False
6455,Parsons Green,2019-09-30,Exit,257949,False,True,False,False,False
6456,Peckham Rye,2019-04-30,Entry,251767,False,False,True,False,True
6457,Peckham Rye,2019-08-31,Entry,268156,False,False,True,False,True
6458,Peckham Rye,2019-12-31,Entry,237202,False,False,True,False,True
6459,Peckham Rye,2019-02-28,Entry,251347,False,False,True,False,True
6460,Peckham Rye,2019-01-31,Entry,252141,False,False,True,False,True
6461,Peckham Rye,2019-07-31,Entry,271954,False,False,True,False,True
6462,Peckham Rye,2019-06-30,Entry,260470,False,False,True,False,True
6463,Peckham Rye,2019-03-31,Entry,272280,False,False,True,False,True
6464,Peckham Rye,2019-05-31,Entry,279227,False,False,True,False,True
6465,Peckham Rye,2019-11-30,Entry,277200,False,False,True,False,True
6466,Peckham Rye,2019-10-31,Entry,288582,False,False,True,False,True
6467,Peckham Rye,2019-09-30,Entry,270198,False,False,True,False,True
6468,Peckham Rye,2019-04-30,Exit,250606,False,False,True,False,True
6469,Peckham Rye,2019-08-31,Exit,274302,False,False,True,False,True
6470,Peckham Rye,2019-12-31,Exit,236421,False,False,True,False,True
6471,Peckham Rye,2019-02-28,Exit,247835,False,False,True,False,True
6472,Peckham Rye,2019-01-31,Exit,255246,False,False,True,False,True
6473,Peckham Rye,2019-07-31,Exit,277444,False,False,True,False,True
6474,Peckham Rye,2019-06-30,Exit,261763,False,False,True,False,True
6475,Peckham Rye,2019-03-31,Exit,269634,False,False,True,False,True
6476,Peckham Rye,2019-05-31,Exit,280015,False,False,True,False,True
6477,Peckham Rye,2019-11-30,Exit,280342,False,False,True,False,True
6478,Peckham Rye,2019-10-31,Exit,299566,False,False,True,False,True
6479,Peckham Rye,2019-09-30,Exit,277045,False,False,True,False,True
6480,Penge West,2019-04-30,Entry,24990,False,False,False,False,True
6481,Penge West,2019-08-31,Entry,26843,False,False,False,False,True
6482,Penge West,2019-12-31,Entry,22633,False,False,False,False,True
6483,Penge West,2019-02-28,Entry,22834,False,False,False,False,True
6484,Penge West,2019-01-31,Entry,23069,False,False,False,False,True
6485,Penge West,2019-07-31,Entry,26913,False,False,False,False,True
6486,Penge West,2019-06-30,Entry,25720,False,False,False,False,True
6487,Penge West,2019-03-31,Entry,26009,False,False,False,False,True
6488,Penge West,2019-05-31,Entry,25115,False,False,False,False,True
6489,Penge West,2019-11-30,Entry,24620,False,False,False,False,True
6490,Penge West,2019-10-31,Entry,27369,False,False,False,False,True
6491,Penge West,2019-09-30,Entry,22970,False,False,False,False,True
6492,Penge West,2019-04-30,Exit,22289,False,False,False,False,True
6493,Penge West,2019-08-31,Exit,23835,False,False,False,False,True
6494,Penge West,2019-12-31,Exit,19886,False,False,False,False,True
6495,Penge West,2019-02-28,Exit,20457,False,False,False,False,True
6496,Penge West,2019-01-31,Exit,20677,False,False,False,False,True
6497,Penge West,2019-07-31,Exit,24415,False,False,False,False,True
6498,Penge West,2019-06-30,Exit,22950,False,False,False,False,True
6499,Penge West,2019-03-31,Exit,22969,False,False,False,False,True
6500,Penge West,2019-05-31,Exit,22981,False,False,False,False,True
6501,Penge West,2019-11-30,Exit,21785,False,False,False,False,True
6502,Penge West,2019-10-31,Exit,24131,False,False,False,False,True
6503,Penge West,2019-09-30,Exit,21016,False,False,False,False,True
6504,Perivale,2019-04-30,Entry,95369,False,True,False,False,False
6505,Perivale,2019-08-31,Entry,89386,False,True,False,False,False
6506,Perivale,2019-12-31,Entry,93176,False,True,False,False,False
6507,Perivale,2019-02-28,Entry,95259,False,True,False,False,False
6508,Perivale,2019-01-31,Entry,93916,False,True,False,False,False
6509,Perivale,2019-07-31,Entry,104146,False,True,False,False,False
6510,Perivale,2019-06-30,Entry,82101,False,True,False,False,False
6511,Perivale,2019-03-31,Entry,104332,False,True,False,False,False
6512,Perivale,2019-05-31,Entry,97344,False,True,False,False,False
6513,Perivale,2019-11-30,Entry,105177,False,True,False,False,False
6514,Perivale,2019-10-31,Entry,108443,False,True,False,False,False
6515,Perivale,2019-09-30,Entry,99840,False,True,False,False,False
6516,Perivale,2019-04-30,Exit,93321,False,True,False,False,False
6517,Perivale,2019-08-31,Exit,86993,False,True,False,False,False
6518,Perivale,2019-12-31,Exit,90607,False,True,False,False,False
6519,Perivale,2019-02-28,Exit,93625,False,True,False,False,False
6520,Perivale,2019-01-31,Exit,94802,False,True,False,False,False
6521,Perivale,2019-07-31,Exit,101540,False,True,False,False,False
6522,Perivale,2019-06-30,Exit,91602,False,True,False,False,False
6523,Perivale,2019-03-31,Exit,101860,False,True,False,False,False
6524,Perivale,2019-05-31,Exit,95441,False,True,False,False,False
6525,Perivale,2019-11-30,Exit,102666,False,True,False,False,False
6526,Perivale,2019-10-31,Exit,105359,False,True,False,False,False
6527,Perivale,2019-09-30,Exit,97612,False,True,False,False,False
6528,Piccadilly Circus,2019-04-30,Entry,1645381,False,True,False,False,False
6529,Piccadilly Circus,2019-08-31,Entry,1614648,False,True,False,False,False
6530,Piccadilly Circus,2019-12-31,Entry,1744798,False,True,False,False,False
6531,Piccadilly Circus,2019-02-28,Entry,1528996,False,True,False,False,False
6532,Piccadilly Circus,2019-01-31,Entry,1549364,False,True,False,False,False
6533,Piccadilly Circus,2019-07-31,Entry,1639202,False,True,False,False,False
6534,Piccadilly Circus,2019-06-30,Entry,1572238,False,True,False,False,False
6535,Piccadilly Circus,2019-03-31,Entry,1690190,False,True,False,False,False
6536,Piccadilly Circus,2019-05-31,Entry,1518820,False,True,False,False,False
6537,Piccadilly Circus,2019-11-30,Entry,1734504,False,True,False,False,False
6538,Piccadilly Circus,2019-10-31,Entry,1798905,False,True,False,False,False
6539,Piccadilly Circus,2019-09-30,Entry,1486271,False,True,False,False,False
6540,Piccadilly Circus,2019-04-30,Exit,1619501,False,True,False,False,False
6541,Piccadilly Circus,2019-08-31,Exit,1617950,False,True,False,False,False
6542,Piccadilly Circus,2019-12-31,Exit,1715035,False,True,False,False,False
6543,Piccadilly Circus,2019-02-28,Exit,1523377,False,True,False,False,False
6544,Piccadilly Circus,2019-01-31,Exit,1576056,False,True,False,False,False
6545,Piccadilly Circus,2019-07-31,Exit,1681607,False,True,False,False,False
6546,Piccadilly Circus,2019-06-30,Exit,1572777,False,True,False,False,False
6547,Piccadilly Circus,2019-03-31,Exit,1685795,False,True,False,False,False
6548,Piccadilly Circus,2019-05-31,Exit,1523555,False,True,False,False,False
6549,Piccadilly Circus,2019-11-30,Exit,1703028,False,True,False,False,False
6550,Piccadilly Circus,2019-10-31,Exit,1808176,False,True,False,False,False
6551,Piccadilly Circus,2019-09-30,Exit,1488733,False,True,False,False,False
