station_name,date,entry_exit,tapcount
South Kensington,2019-04-30,Exit,1272053
South Kensington,2019-05-31,Entry,1307049
South Kensington,2019-05-31,Exit,1334428
South Kensington,2019-06-30,Entry,1279245
South Kensington,2019-06-30,Exit,1313875
South Kensington,2019-07-31,Entry,1328706
South Kensington,2019-07-31,Exit,1372067
South Kensington,2019-08-31,Entry,1298968
South Kensington,2019-08-31,Exit,1344143
South Kensington,2019-09-30,Entry,1224143
South Kensington,2019-09-30,Exit,1262653
South Kensington,2019-10-31,Entry,1494067
South Kensington,2019-10-31,Exit,1526274
South Kensington,2019-11-30,Entry,1388453
South Kensington,2019-11-30,Exit,1413493
South Kensington,2019-12-31,Entry,1252484
South Kensington,2019-12-31,Exit,1292501
South Kensington,2020-01-31,Entry,1264905
South Kensington,2020-01-31,Exit,1295546
South Kensington,2020-02-29,Entry,1206958
South Kensington,2020-02-29,Exit,1285881
South Kensington,2020-03-31,Entry,606866
South Kensington,2020-03-31,Exit,616422
South Kensington,2020-04-30,Entry,45982
South Kensington,2020-04-30,Exit,46911
South Kensington,2020-05-31,Entry,61077
South Kensington,2020-05-31,Exit,62440
South Kensington,2020-06-30,Entry,129966
South Kensington,2020-06-30,Exit,128435
South Kensington,2020-07-31,Entry,199246
South Kensington,2020-07-31,Exit,197201
South Kensington,2020-08-31,Entry,274198
South Kensington,2020-08-31,Exit,276575
South Kensington,2020-09-30,Entry,399667
South Kensington,2020-09-30,Exit,397950
South Kensington,2020-10-31,Entry,455566
South Kensington,2020-10-31,Exit,462275
South Kensington,2020-11-30,Entry,286954
South Kensington,2020-11-30,Exit,281795
South Kensington,2020-12-31,Entry,293905
South Kensington,2020-12-31,Exit,306943
South Kensington,2021-01-31,Entry,144788
South Kensington,2021-01-31,Exit,148903
South Kensington,2021-02-28,Entry,157270
South Kensington,2021-02-28,Exit,163384
South Kensington,2021-03-31,Entry,210677
South Kensington,2021-03-31,Exit,210916
South Kensington,2021-04-30,Entry,235171
South Kensington,2021-04-30,Exit,243137
South Kensington,2021-05-31,Entry,313900
South Kensington,2021-05-31,Exit,338841
South Kensington,2021-06-30,Entry,417652
South Kensington,2021-06-30,Exit,471083
South Kensington,2021-07-31,Entry,428579
South Kensington,2021-07-31,Exit,442796
South Kensington,2021-08-31,Entry,324455
South Kensington,2021-08-31,Exit,318015
South Kensington,2021-09-30,Entry,516855
South Kensington,2021-09-30,Exit,516979
South Kensington,2021-10-31,Entry,700074
South Kensington,2021-10-31,Exit,696686
South Kensington,2021-11-30,Entry,733491
South Kensington,2021-11-30,Exit,726946
South Kensington,2021-12-31,Entry,555703
South Kensington,2021-12-31,Exit,565994
South Kensington,2022-01-31,Entry,503274
South Kensington,2022-01-31,Exit,502021
South Kensington,2022-02-28,Entry,662898
South Kensington,2022-02-28,Exit,656875
South Kensington,2022-03-31,Entry,643653
South Kensington,2022-03-31,Exit,642278
South Kensington,2022-04-30,Entry,730855
South Kensington,2022-04-30,Exit,737389
South Kensington,2022-05-31,Entry,781855
South Kensington,2022-05-31,Exit,785393
South Kensington,2022-06-30,Entry,810964
South Kensington,2022-06-30,Exit,839034
South Kensington,2022-07-31,Entry,915467
South Kensington,2022-07-31,Exit,942892
South Kensington,2022-08-31,Entry,928619
South Kensington,2022-08-31,Exit,930263
South Kensington,2022-09-30,Entry,918862
South Kensington,2022-09-30,Exit,944261
South Kensington,2022-10-31,Entry,1156781
South Kensington,2022-10-31,Exit,1182246
South Kensington,2022-11-30,Entry,1043744
South Kensington,2022-11-30,Exit,1064714
South Kensington,2022-12-31,Entry,972146
South Kensington,2022-12-31,Exit,1010416
South Kensington,2023-01-31,Entry,992271
South Kensington,2023-01-31,Exit,1015348
South Kensington,2023-02-28,Entry,956665
South Kensington,2023-02-28,Exit,1065459
South Kensington,2023-03-31,Entry,1087286
South Kensington,2023-03-31,Exit,1116678
South Kensington,2023-04-30,Entry,1060718
South Kensington,2023-04-30,Exit,1104285
South Kensington,2023-05-31,Entry,1094878
South Kensington,2023-05-31,Exit,1124725
South Kensington,2023-06-30,Entry,1064944
South Kensington,2023-06-30,Exit,1097084
South Kensington,2023-07-31,Entry,814083
South Kensington,2023-07-31,Exit,844795
South Kenton,2019-01-31,Entry,35975
South Kenton,2019-01-31,Exit,34083
South Kenton,2019-02-28,Entry,35317
South Kenton,2019-02-28,Exit,33010
South Kenton,2019-03-31,Entry,40017
South Kenton,2019-03-31,Exit,37253
South Kenton,2019-04-30,Entry,35546
South Kenton,2019-04-30,Exit,32947
South Kenton,2019-05-31,Entry,36617
South Kenton,2019-05-31,Exit,32871
South Kenton,2019-06-30,Entry,38253
South Kenton,2019-06-30,Exit,34601
South Kenton,2019-07-31,Entry,39113
South Kenton,2019-07-31,Exit,35517
South Kenton,2019-08-31,Entry,31355
South Kenton,2019-08-31,Exit,28433
South Kenton,2019-09-30,Entry,36798
South Kenton,2019-09-30,Exit,34213
South Kenton,2019-10-31,Entry,38986
South Kenton,2019-10-31,Exit,35995
South Kenton,2019-11-30,Entry,39228
South Kenton,2019-11-30,Exit,36471
South Kenton,2019-12-31,Entry,34477
South Kenton,2019-12-31,Exit,31928
South Kenton,2020-01-31,Entry,38869
South Kenton,2020-01-31,Exit,36462
South Kenton,2020-02-29,Entry,34473
South Kenton,2020-02-29,Exit,31540
South Kenton,2020-03-31,Entry,23116
South Kenton,2020-03-31,Exit,21381
South Kenton,2020-04-30,Entry,3257
South Kenton,2020-04-30,Exit,2727
South Kenton,2020-05-31,Entry,4302
South Kenton,2020-05-31,Exit,3514
South Kenton,2020-06-30,Entry,9210
South Kenton,2020-06-30,Exit,8047
South Kenton,2020-07-31,Entry,13118
South Kenton,2020-07-31,Exit,12024
South Kenton,2020-08-31,Entry,13612
South Kenton,2020-08-31,Exit,12897
South Kenton,2020-09-30,Entry,21153
South Kenton,2020-09-30,Exit,19354
South Kenton,2020-10-31,Entry,20313
South Kenton,2020-10-31,Exit,18719
South Kenton,2020-11-30,Entry,16951
South Kenton,2020-11-30,Exit,15794
South Kenton,2020-12-31,Entry,15857
South Kenton,2020-12-31,Exit,15417
South Kenton,2021-01-31,Entry,9875
South Kenton,2021-01-31,Exit,10450
South Kenton,2021-02-28,Entry,10875
South Kenton,2021-02-28,Exit,11784
South Kenton,2021-03-31,Entry,14981
South Kenton,2021-03-31,Exit,15885
South Kenton,2021-04-30,Entry,14976
South Kenton,2021-04-30,Exit,15699
South Kenton,2021-05-31,Entry,18450
South Kenton,2021-05-31,Exit,19977
South Kenton,2021-06-30,Entry,21704
South Kenton,2021-06-30,Exit,23431
South Kenton,2021-07-31,Entry,21987
South Kenton,2021-07-31,Exit,20534
South Kenton,2021-08-31,Entry,18206
South Kenton,2021-08-31,Exit,17530
South Kenton,2021-09-30,Entry,25097
South Kenton,2021-09-30,Exit,23363
South Kenton,2021-10-31,Entry,25881
South Kenton,2021-10-31,Exit,24190
South Kenton,2021-11-30,Entry,25205
South Kenton,2021-11-30,Exit,24185
South Kenton,2021-12-31,Entry,21673
South Kenton,2021-12-31,Exit,19761
South Kenton,2022-01-31,Entry,19940
South Kenton,2022-01-31,Exit,18524
South Kenton,2022-02-28,Entry,21267
South Kenton,2022-02-28,Exit,19654
South Kenton,2022-03-31,Entry,25483
South Kenton,2022-03-31,Exit,23619
South Kenton,2022-04-30,Entry,22056
South Kenton,2022-04-30,Exit,19793
South Kenton,2022-05-31,Entry,26540
South Kenton,2022-05-31,Exit,24108
South Kenton,2022-06-30,Entry,23233
South Kenton,2022-06-30,Exit,21393
South Kenton,2022-07-31,Entry,25558
South Kenton,2022-07-31,Exit,22964
South Kenton,2022-08-31,Entry,21138
South Kenton,2022-08-31,Exit,19243
South Kenton,2022-09-30,Entry,26580
South Kenton,2022-09-30,Exit,24527
South Kenton,2022-10-31,Entry,27386
South Kenton,2022-10-31,Exit,24725
South Kenton,2022-11-30,Entry,28217
South Kenton,2022-11-30,Exit,26320
South Kenton,2022-12-31,Entry,13398
South Kenton,2022-12-31,Exit,12086
South Kenton,2023-01-31,Entry,23880
South Kenton,2023-01-31,Exit,22764
South Kenton,2023-02-28,Entry,18960
South Kenton,2023-02-28,Exit,17447
South Kenton,2023-03-31,Entry,28884
South Kenton,2023-03-31,Exit,27276
South Kenton,2023-04-30,Entry,24146
South Kenton,2023-04-30,Exit,22640
South Kenton,2023-05-31,Entry,29732
South Kenton,2023-05-31,Exit,27609
South Kenton,2023-06-30,Entry,31328
South Kenton,2023-06-30,Exit,28737
South Kenton,2023-07-31,Entry,22028
South Kenton,2023-07-31,Exit,19617
South Quay,2019-01-31,Entry,156606
South Quay,2019-01-31,Exit,147422
South Quay,2019-02-28,Entry,158455
South Quay,2019-02-28,Exit,147282
South Quay,2019-03-31,Entry,168389
South Quay,2019-03-31,Exit,156341
South Quay,2019-04-30,Entry,153072
South Quay,2019-04-30,Exit,140157
South Quay,2019-05-31,Entry,163562
South Quay,2019-05-31,Exit,151254
South Quay,2019-06-30,Entry,163051
South Quay,2019-06-30,Exit,149761
South Quay,2019-07-31,Entry,174469
South Quay,2019-07-31,Exit,161281
South Quay,2019-08-31,Entry,161601
South Quay,2019-08-31,Exit,148342
South Quay,2019-09-30,Entry,166403
South Quay,2019-09-30,Exit,154572
South Quay,2019-10-31,Entry,194545
South Quay,2019-10-31,Exit,178912
South Quay,2019-11-30,Entry,195158
South Quay,2019-11-30,Exit,176813
South Quay,2019-12-31,Entry,150241
South Quay,2019-12-31,Exit,137101
South Quay,2020-01-31,Entry,178115
South Quay,2020-01-31,Exit,165994
South Quay,2020-02-29,Entry,169399
South Quay,2020-02-29,Exit,157692
South Quay,2020-03-31,Entry,97510
South Quay,2020-03-31,Exit,90336
South Quay,2020-04-30,Entry,6422
South Quay,2020-04-30,Exit,5874
South Quay,2020-05-31,Entry,9286
South Quay,2020-05-31,Exit,8324
South Quay,2020-06-30,Entry,19080
South Quay,2020-06-30,Exit,16352
South Quay,2020-07-31,Entry,32470
South Quay,2020-07-31,Exit,27460
South Quay,2020-08-31,Entry,38882
South Quay,2020-08-31,Exit,33092
South Quay,2020-09-30,Entry,48670
South Quay,2020-09-30,Exit,42404
South Quay,2020-10-31,Entry,50375
South Quay,2020-10-31,Exit,43769
South Quay,2020-11-30,Entry,34980
South Quay,2020-11-30,Exit,32603
South Quay,2020-12-31,Entry,33808
South Quay,2020-12-31,Exit,38069
South Quay,2021-01-31,Entry,20548
South Quay,2021-01-31,Exit,27771
South Quay,2021-02-28,Entry,24314
South Quay,2021-02-28,Exit,34592
South Quay,2021-03-31,Entry,34581
South Quay,2021-03-31,Exit,47367
South Quay,2021-04-30,Entry,33124
South Quay,2021-04-30,Exit,53968
South Quay,2021-05-31,Entry,53820
South Quay,2021-05-31,Exit,78422
South Quay,2021-06-30,Entry,59181
South Quay,2021-06-30,Exit,82420
South Quay,2021-07-31,Entry,58324
South Quay,2021-07-31,Exit,50836
South Quay,2021-08-31,Entry,55433
South Quay,2021-08-31,Exit,48184
South Quay,2021-09-30,Entry,78812
South Quay,2021-09-30,Exit,66957
South Quay,2021-10-31,Entry,88430
South Quay,2021-10-31,Exit,76727
South Quay,2021-11-30,Entry,88928
South Quay,2021-11-30,Exit,77843
South Quay,2021-12-31,Entry,62685
South Quay,2021-12-31,Exit,52707
South Quay,2022-01-31,Entry,59185
South Quay,2022-01-31,Exit,51935
South Quay,2022-02-28,Entry,68962
South Quay,2022-02-28,Exit,59658
South Quay,2022-03-31,Entry,87163
South Quay,2022-03-31,Exit,74700
South Quay,2022-04-30,Entry,79026
South Quay,2022-04-30,Exit,67862
South Quay,2022-05-31,Entry,99593
South Quay,2022-05-31,Exit,86365
South Quay,2022-06-30,Entry,91500
South Quay,2022-06-30,Exit,77142
South Quay,2022-07-31,Entry,93735
South Quay,2022-07-31,Exit,79325
South Quay,2022-08-31,Entry,95100
South Quay,2022-08-31,Exit,79579
South Quay,2022-09-30,Entry,105159
South Quay,2022-09-30,Exit,90473
South Quay,2022-10-31,Entry,121228
South Quay,2022-10-31,Exit,102931
South Quay,2022-11-30,Entry,119427
South Quay,2022-11-30,Exit,103897
South Quay,2022-12-31,Entry,87618
South Quay,2022-12-31,Exit,75436
South Quay,2023-01-31,Entry,116316
South Quay,2023-01-31,Exit,103481
South Quay,2023-02-28,Entry,117608
South Quay,2023-02-28,Exit,105149
South Quay,2023-03-31,Entry,133670
South Quay,2023-03-31,Exit,119661
South Quay,2023-04-30,Entry,111904
South Quay,2023-04-30,Exit,98157
South Quay,2023-05-31,Entry,125725
South Quay,2023-05-31,Exit,112770
South Quay,2023-06-30,Entry,130115
South Quay,2023-06-30,Exit,117524
South Quay,2023-07-31,Entry,89624
South Quay,2023-07-31,Exit,78654
South Ruislip,2019-01-31,Entry,75326
South Ruislip,2019-01-31,Exit,73538
South Ruislip,2019-02-28,Entry,75609
South Ruislip,2019-02-28,Exit,71505
South Ruislip,2019-03-31,Entry,82586
South Ruislip,2019-03-31,Exit,78831
South Ruislip,2019-04-30,Entry,76070
South Ruislip,2019-04-30,Exit,72785
South Ruislip,2019-05-31,Entry,78505
South Ruislip,2019-05-31,Exit,74582
South Ruislip,2019-06-30,Entry,75899
South Ruislip,2019-06-30,Exit,72696
South Ruislip,2019-07-31,Entry,82856
South Ruislip,2019-07-31,Exit,80007
South Ruislip,2019-08-31,Entry,74024
South Ruislip,2019-08-31,Exit,70891
South Ruislip,2019-09-30,Entry,83757
South Ruislip,2019-09-30,Exit,79899
South Ruislip,2019-10-31,Entry,87794
South Ruislip,2019-10-31,Exit,83677
South Ruislip,2019-11-30,Entry,85537
South Ruislip,2019-11-30,Exit,81775
South Ruislip,2019-12-31,Entry,78875
South Ruislip,2019-12-31,Exit,75219
South Ruislip,2020-01-31,Entry,82501
South Ruislip,2020-01-31,Exit,79083
South Ruislip,2020-02-29,Entry,78614
South Ruislip,2020-02-29,Exit,75257
South Ruislip,2020-03-31,Entry,48080
South Ruislip,2020-03-31,Exit,45910
South Ruislip,2020-04-30,Entry,5333
South Ruislip,2020-04-30,Exit,5227
South Ruislip,2020-05-31,Entry,7859
South Ruislip,2020-05-31,Exit,7737
South Ruislip,2020-06-30,Entry,15197
South Ruislip,2020-06-30,Exit,14688
South Ruislip,2020-07-31,Entry,24982
South Ruislip,2020-07-31,Exit,23574
South Ruislip,2020-08-31,Entry,30430
South Ruislip,2020-08-31,Exit,28498
South Ruislip,2020-09-30,Entry,37894
South Ruislip,2020-09-30,Exit,35618
South Ruislip,2020-10-31,Entry,37473
South Ruislip,2020-10-31,Exit,35772
South Ruislip,2020-11-30,Entry,28112
South Ruislip,2020-11-30,Exit,27461
South Ruislip,2020-12-31,Entry,29615
South Ruislip,2020-12-31,Exit,30161
South Ruislip,2021-01-31,Entry,17479
South Ruislip,2021-01-31,Exit,18874
South Ruislip,2021-02-28,Entry,19142
South Ruislip,2021-02-28,Exit,20301
South Ruislip,2021-03-31,Entry,27298
South Ruislip,2021-03-31,Exit,29322
South Ruislip,2021-04-30,Entry,32567
South Ruislip,2021-04-30,Exit,36506
South Ruislip,2021-05-31,Entry,39654
South Ruislip,2021-05-31,Exit,42949
South Ruislip,2021-06-30,Entry,44955
South Ruislip,2021-06-30,Exit,49992
South Ruislip,2021-07-31,Entry,46648
South Ruislip,2021-07-31,Exit,45108
South Ruislip,2021-08-31,Entry,46432
South Ruislip,2021-08-31,Exit,44962
South Ruislip,2021-09-30,Entry,52171
South Ruislip,2021-09-30,Exit,50249
South Ruislip,2021-10-31,Entry,55444
South Ruislip,2021-10-31,Exit,53807
South Ruislip,2021-11-30,Entry,56902
South Ruislip,2021-11-30,Exit,55681
South Ruislip,2021-12-31,Entry,47419
South Ruislip,2021-12-31,Exit,45012
South Ruislip,2022-01-31,Entry,45668
South Ruislip,2022-01-31,Exit,44355
South Ruislip,2022-02-28,Entry,50804
South Ruislip,2022-02-28,Exit,49126
South Ruislip,2022-03-31,Entry,55332
South Ruislip,2022-03-31,Exit,53566
South Ruislip,2022-04-30,Entry,55277
South Ruislip,2022-04-30,Exit,53215
South Ruislip,2022-05-31,Entry,60465
South Ruislip,2022-05-31,Exit,57755
South Ruislip,2022-06-30,Entry,52038
South Ruislip,2022-06-30,Exit,50562
South Ruislip,2022-07-31,Entry,55521
South Ruislip,2022-07-31,Exit,52883
South Ruislip,2022-08-31,Entry,54148
South Ruislip,2022-08-31,Exit,52104
South Ruislip,2022-09-30,Entry,60988
South Ruislip,2022-09-30,Exit,59534
South Ruislip,2022-10-31,Entry,64198
South Ruislip,2022-10-31,Exit,62460
South Ruislip,2022-11-30,Entry,63180
South Ruislip,2022-11-30,Exit,60165
South Ruislip,2022-12-31,Entry,57021
South Ruislip,2022-12-31,Exit,53906
South Ruislip,2023-01-31,Entry,60221
South Ruislip,2023-01-31,Exit,58559
South Ruislip,2023-02-28,Entry,64328
South Ruislip,2023-02-28,Exit,62908
South Ruislip,2023-03-31,Entry,65938
South Ruislip,2023-03-31,Exit,63694
South Ruislip,2023-04-30,Entry,65554
South Ruislip,2023-04-30,Exit,64000
South Ruislip,2023-05-31,Entry,65364
South Ruislip,2023-05-31,Exit,64274
South Ruislip,2023-06-30,Entry,67683
South Ruislip,2023-06-30,Exit,66194
South Ruislip,2023-07-31,Entry,48680
South Ruislip,2023-07-31,Exit,48089
South Tottenham,2019-01-31,Entry,40876
South Tottenham,2019-01-31,Exit,43378
South Tottenham,2019-02-28,Entry,44746
South Tottenham,2019-02-28,Exit,45752
South Tottenham,2019-03-31,Entry,46637
South Tottenham,2019-03-31,Exit,48412
South Tottenham,2019-04-30,Entry,34653
South Tottenham,2019-04-30,Exit,35898
South Tottenham,2019-05-31,Entry,37068
South Tottenham,2019-05-31,Exit,38107
South Tottenham,2019-06-30,Entry,40654
South Tottenham,2019-06-30,Exit,42008
South Tottenham,2019-07-31,Entry,46611
South Tottenham,2019-07-31,Exit,49705
South Tottenham,2019-08-31,Entry,38681
South Tottenham,2019-08-31,Exit,39352
South Tottenham,2019-09-30,Entry,46942
South Tottenham,2019-09-30,Exit,48059
South Tottenham,2019-10-31,Entry,40226
South Tottenham,2019-10-31,Exit,46148
South Tottenham,2019-11-30,Entry,51817
South Tottenham,2019-11-30,Exit,53928
South Tottenham,2019-12-31,Entry,43901
South Tottenham,2019-12-31,Exit,45562
South Tottenham,2020-01-31,Entry,35194
South Tottenham,2020-01-31,Exit,38565
South Tottenham,2020-02-29,Entry,20980
South Tottenham,2020-02-29,Exit,23770
South Tottenham,2020-03-31,Entry,34655
South Tottenham,2020-03-31,Exit,37384
South Tottenham,2020-04-30,Entry,11163
South Tottenham,2020-04-30,Exit,12328
South Tottenham,2020-05-31,Entry,16722
South Tottenham,2020-05-31,Exit,17602
South Tottenham,2020-06-30,Entry,27680
South Tottenham,2020-06-30,Exit,27900
South Tottenham,2020-07-31,Entry,35701
South Tottenham,2020-07-31,Exit,35027
South Tottenham,2020-08-31,Entry,34350
South Tottenham,2020-08-31,Exit,33746
South Tottenham,2020-09-30,Entry,35523
South Tottenham,2020-09-30,Exit,36109
South Tottenham,2020-10-31,Entry,35442
South Tottenham,2020-10-31,Exit,36000
South Tottenham,2020-11-30,Entry,37478
South Tottenham,2020-11-30,Exit,38689
South Tottenham,2020-12-31,Entry,33243
South Tottenham,2020-12-31,Exit,36500
South Tottenham,2021-01-31,Entry,24248
South Tottenham,2021-01-31,Exit,26854
South Tottenham,2021-02-28,Entry,27001
South Tottenham,2021-02-28,Exit,29739
South Tottenham,2021-03-31,Entry,39421
South Tottenham,2021-03-31,Exit,43879
South Tottenham,2021-04-30,Entry,40706
South Tottenham,2021-04-30,Exit,47004
South Tottenham,2021-05-31,Entry,44554
South Tottenham,2021-05-31,Exit,50116
South Tottenham,2021-06-30,Entry,44280
South Tottenham,2021-06-30,Exit,50985
South Tottenham,2021-07-31,Entry,38216
South Tottenham,2021-07-31,Exit,40886
South Tottenham,2021-08-31,Entry,38640
South Tottenham,2021-08-31,Exit,41568
South Tottenham,2021-09-30,Entry,44849
South Tottenham,2021-09-30,Exit,49255
South Tottenham,2021-10-31,Entry,48696
South Tottenham,2021-10-31,Exit,51769
South Tottenham,2021-11-30,Entry,49626
South Tottenham,2021-11-30,Exit,53183
South Tottenham,2021-12-31,Entry,42373
South Tottenham,2021-12-31,Exit,45391
South Tottenham,2022-01-31,Entry,43530
South Tottenham,2022-01-31,Exit,47078
South Tottenham,2022-02-28,Entry,42243
South Tottenham,2022-02-28,Exit,45858
South Tottenham,2022-03-31,Entry,62183
South Tottenham,2022-03-31,Exit,67407
South Tottenham,2022-04-30,Entry,50134
South Tottenham,2022-04-30,Exit,54227
South Tottenham,2022-05-31,Entry,50179
South Tottenham,2022-05-31,Exit,54126
South Tottenham,2022-06-30,Entry,44434
South Tottenham,2022-06-30,Exit,47333
South Tottenham,2022-07-31,Entry,43268
South Tottenham,2022-07-31,Exit,47134
South Tottenham,2022-08-31,Entry,43456
South Tottenham,2022-08-31,Exit,45716
South Tottenham,2022-09-30,Entry,53936
South Tottenham,2022-09-30,Exit,56684
South Tottenham,2022-10-31,Entry,52958
South Tottenham,2022-10-31,Exit,56472
South Tottenham,2022-11-30,Entry,59803
South Tottenham,2022-11-30,Exit,63067
South Tottenham,2022-12-31,Entry,33925
South Tottenham,2022-12-31,Exit,36504
South Tottenham,2023-01-31,Entry,43430
South Tottenham,2023-01-31,Exit,46125
South Tottenham,2023-02-28,Entry,49815
South Tottenham,2023-02-28,Exit,53943
South Tottenham,2023-03-31,Entry,55450
South Tottenham,2023-03-31,Exit,59946
South Tottenham,2023-04-30,Entry,44251
South Tottenham,2023-04-30,Exit,47027
South Tottenham,2023-05-31,Entry,56193
South Tottenham,2023-05-31,Exit,60733
South Tottenham,2023-06-30,Entry,59636
South Tottenham,2023-06-30,Exit,63682
South Tottenham,2023-07-31,Entry,42245
South Tottenham,2023-07-31,Exit,45045
South Wimbledon,2019-01-31,Entry,193147
South Wimbledon,2019-01-31,Exit,182017
South Wimbledon,2019-02-28,Entry,187980
South Wimbledon,2019-02-28,Exit,176308
South Wimbledon,2019-03-31,Entry,213808
South Wimbledon,2019-03-31,Exit,198296
South Wimbledon,2019-04-30,Entry,192289
South Wimbledon,2019-04-30,Exit,178954
South Wimbledon,2019-05-31,Entry,200537
South Wimbledon,2019-05-31,Exit,187305
South Wimbledon,2019-06-30,Entry,201357
South Wimbledon,2019-06-30,Exit,190082
South Wimbledon,2019-07-31,Entry,197201
South Wimbledon,2019-07-31,Exit,185574
South Wimbledon,2019-08-31,Entry,177867
South Wimbledon,2019-08-31,Exit,164953
South Wimbledon,2019-09-30,Entry,188564
South Wimbledon,2019-09-30,Exit,178832
South Wimbledon,2019-10-31,Entry,212409
South Wimbledon,2019-10-31,Exit,198581
South Wimbledon,2019-11-30,Entry,210828
South Wimbledon,2019-11-30,Exit,198476
South Wimbledon,2019-12-31,Entry,193444
South Wimbledon,2019-12-31,Exit,184839
South Wimbledon,2020-01-31,Entry,225596
South Wimbledon,2020-01-31,Exit,212849
South Wimbledon,2020-02-29,Entry,195940
South Wimbledon,2020-02-29,Exit,183007
South Wimbledon,2020-03-31,Entry,108882
South Wimbledon,2020-03-31,Exit,101862
South Wimbledon,2020-08-31,Entry,13242
South Wimbledon,2020-08-31,Exit,11150
South Wimbledon,2020-09-30,Entry,44933
South Wimbledon,2020-09-30,Exit,40421
South Wimbledon,2020-10-31,Entry,74219
South Wimbledon,2020-10-31,Exit,71606
South Wimbledon,2020-11-30,Entry,56981
South Wimbledon,2020-11-30,Exit,55172
South Wimbledon,2020-12-31,Entry,62130
South Wimbledon,2020-12-31,Exit,62385
South Wimbledon,2021-01-31,Entry,38436
South Wimbledon,2021-01-31,Exit,39029
South Wimbledon,2021-02-28,Entry,36108
South Wimbledon,2021-02-28,Exit,38168
South Wimbledon,2021-03-31,Entry,51895
South Wimbledon,2021-03-31,Exit,55234
South Wimbledon,2021-04-30,Entry,71617
South Wimbledon,2021-04-30,Exit,75756
South Wimbledon,2021-05-31,Entry,87903
South Wimbledon,2021-05-31,Exit,95073
South Wimbledon,2021-06-30,Entry,94860
South Wimbledon,2021-06-30,Exit,100126
South Wimbledon,2021-07-31,Entry,97292
South Wimbledon,2021-07-31,Exit,96017
South Wimbledon,2021-08-31,Entry,94322
South Wimbledon,2021-08-31,Exit,91119
South Wimbledon,2021-09-30,Entry,112665
South Wimbledon,2021-09-30,Exit,111181
South Wimbledon,2021-10-31,Entry,124049
South Wimbledon,2021-10-31,Exit,119838
South Wimbledon,2021-11-30,Entry,129700
South Wimbledon,2021-11-30,Exit,125136
South Wimbledon,2021-12-31,Entry,97635
South Wimbledon,2021-12-31,Exit,95204
South Wimbledon,2022-01-31,Entry,104345
South Wimbledon,2022-01-31,Exit,102680
South Wimbledon,2022-02-28,Entry,108096
South Wimbledon,2022-02-28,Exit,103397
South Wimbledon,2022-03-31,Entry,110493
South Wimbledon,2022-03-31,Exit,106351
South Wimbledon,2022-04-30,Entry,112363
South Wimbledon,2022-04-30,Exit,106434
South Wimbledon,2022-05-31,Entry,125666
South Wimbledon,2022-05-31,Exit,121147
South Wimbledon,2022-06-30,Entry,125140
South Wimbledon,2022-06-30,Exit,122701
South Wimbledon,2022-07-31,Entry,137404
South Wimbledon,2022-07-31,Exit,134994
South Wimbledon,2022-08-31,Entry,125954
South Wimbledon,2022-08-31,Exit,125270
South Wimbledon,2022-09-30,Entry,134290
South Wimbledon,2022-09-30,Exit,132782
South Wimbledon,2022-10-31,Entry,158009
South Wimbledon,2022-10-31,Exit,159347
South Wimbledon,2022-11-30,Entry,151410
South Wimbledon,2022-11-30,Exit,150444
South Wimbledon,2022-12-31,Entry,175493
South Wimbledon,2022-12-31,Exit,180914
South Wimbledon,2023-01-31,Entry,176210
South Wimbledon,2023-01-31,Exit,180779
South Wimbledon,2023-02-28,Entry,152313
South Wimbledon,2023-02-28,Exit,150916
South Wimbledon,2023-03-31,Entry,166901
South Wimbledon,2023-03-31,Exit,166490
South Wimbledon,2023-04-30,Entry,149722
South Wimbledon,2023-04-30,Exit,146989
South Wimbledon,2023-05-31,Entry,161582
South Wimbledon,2023-05-31,Exit,160161
South Wimbledon,2023-06-30,Entry,165659
South Wimbledon,2023-06-30,Exit,160683
South Wimbledon,2023-07-31,Entry,126702
South Wimbledon,2023-07-31,Exit,126635
South Woodford,2019-01-31,Entry,165286
South Woodford,2019-01-31,Exit,218973
South Woodford,2019-02-28,Entry,173309
South Woodford,2019-02-28,Exit,211563
South Woodford,2019-03-31,Entry,203642
South Woodford,2019-03-31,Exit,236788
South Woodford,2019-04-30,Entry,186669
South Woodford,2019-04-30,Exit,204794
South Woodford,2019-05-31,Entry,203011
South Woodford,2019-05-31,Exit,224389
South Woodford,2019-06-30,Entry,208780
South Woodford,2019-06-30,Exit,226665
South Woodford,2019-07-31,Entry,224780
South Woodford,2019-07-31,Exit,243244
South Woodford,2019-08-31,Entry,196280
South Woodford,2019-08-31,Exit,215164
South Woodford,2019-09-30,Entry,205243
South Woodford,2019-09-30,Exit,225389
South Woodford,2019-10-31,Entry,220070
South Woodford,2019-10-31,Exit,244186
South Woodford,2019-11-30,Entry,212626
South Woodford,2019-11-30,Exit,236877
South Woodford,2019-12-31,Entry,187934
South Woodford,2019-12-31,Exit,210580
South Woodford,2020-01-31,Entry,199234
South Woodford,2020-01-31,Exit,229433
South Woodford,2020-02-29,Entry,193694
South Woodford,2020-02-29,Exit,218120
South Woodford,2020-03-31,Entry,120571
South Woodford,2020-03-31,Exit,130871
South Woodford,2020-04-30,Entry,9191
South Woodford,2020-04-30,Exit,9590
South Woodford,2020-05-31,Entry,12537
South Woodford,2020-05-31,Exit,13885
South Woodford,2020-06-30,Entry,29801
South Woodford,2020-06-30,Exit,33831
