station_name,date,entry_exit,tapcount
Abbey Road DLR,2019-01-31,Entry,23340
Abbey Road DLR,2019-01-31,Exit,22217
Abbey Road DLR,2019-02-28,Entry,23578
Abbey Road DLR,2019-02-28,Exit,21988
Abbey Road DLR,2019-03-31,Entry,26504
Abbey Road DLR,2019-03-31,Exit,24703
Abbey Road DLR,2019-04-30,Entry,24445
Abbey Road DLR,2019-04-30,Exit,22941
Abbey Road DLR,2019-05-31,Entry,25554
Abbey Road DLR,2019-05-31,Exit,24197
Abbey Road DLR,2019-06-30,Entry,26147
Abbey Road DLR,2019-06-30,Exit,24475
Abbey Road DLR,2019-07-31,Entry,27208
Abbey Road DLR,2019-07-31,Exit,25539
Abbey Road DLR,2019-08-31,Entry,24138
Abbey Road DLR,2019-08-31,Exit,22874
Abbey Road DLR,2019-09-30,Entry,25287
Abbey Road DLR,2019-09-30,Exit,23874
Abbey Road DLR,2019-10-31,Entry,27325
Abbey Road DLR,2019-10-31,Exit,26261
Abbey Road DLR,2019-11-30,Entry,25184
Abbey Road DLR,2019-11-30,Exit,23681
Abbey Road DLR,2019-12-31,Entry,23289
Abbey Road DLR,2019-12-31,Exit,22258
Abbey Road DLR,2020-01-31,Entry,24809
Abbey Road DLR,2020-01-31,Exit,24014
Abbey Road DLR,2020-02-29,Entry,23790
Abbey Road DLR,2020-02-29,Exit,22716
Abbey Road DLR,2020-03-31,Entry,17084
Abbey Road DLR,2020-03-31,Exit,16027
Abbey Road DLR,2020-04-30,Entry,3016
Abbey Road DLR,2020-04-30,Exit,2496
Abbey Road DLR,2020-05-31,Entry,3948
Abbey Road DLR,2020-05-31,Exit,3330
Abbey Road DLR,2020-06-30,Entry,7996
Abbey Road DLR,2020-06-30,Exit,6696
Abbey Road DLR,2020-07-31,Entry,11408
Abbey Road DLR,2020-07-31,Exit,9704
Abbey Road DLR,2020-08-31,Entry,12053
Abbey Road DLR,2020-08-31,Exit,10316
Abbey Road DLR,2020-09-30,Entry,13771
Abbey Road DLR,2020-09-30,Exit,11794
Abbey Road DLR,2020-10-31,Entry,14743
Abbey Road DLR,2020-10-31,Exit,12517
Abbey Road DLR,2020-11-30,Entry,11135
Abbey Road DLR,2020-11-30,Exit,9747
Abbey Road DLR,2020-12-31,Entry,11594
Abbey Road DLR,2020-12-31,Exit,11183
Abbey Road DLR,2021-01-31,Entry,7355
Abbey Road DLR,2021-01-31,Exit,8035
Abbey Road DLR,2021-02-28,Entry,8255
Abbey Road DLR,2021-02-28,Exit,9340
Abbey Road DLR,2021-03-31,Entry,12065
Abbey Road DLR,2021-03-31,Exit,13305
Abbey Road DLR,2021-04-30,Entry,11023
Abbey Road DLR,2021-04-30,Exit,13748
Abbey Road DLR,2021-05-31,Entry,15340
Abbey Road DLR,2021-05-31,Exit,16953
Abbey Road DLR,2021-06-30,Entry,17124
Abbey Road DLR,2021-06-30,Exit,19115
Abbey Road DLR,2021-07-31,Entry,16102
Abbey Road DLR,2021-07-31,Exit,13634
Abbey Road DLR,2021-08-31,Entry,15475
Abbey Road DLR,2021-08-31,Exit,13348
Abbey Road DLR,2021-09-30,Entry,18412
Abbey Road DLR,2021-09-30,Exit,15702
Abbey Road DLR,2021-10-31,Entry,19206
Abbey Road DLR,2021-10-31,Exit,16665
Abbey Road DLR,2021-11-30,Entry,18344
Abbey Road DLR,2021-11-30,Exit,15961
Abbey Road DLR,2021-12-31,Entry,16532
Abbey Road DLR,2021-12-31,Exit,14121
Abbey Road DLR,2022-01-31,Entry,15717
Abbey Road DLR,2022-01-31,Exit,13935
Abbey Road DLR,2022-02-28,Entry,16820
Abbey Road DLR,2022-02-28,Exit,14823
Abbey Road DLR,2022-03-31,Entry,19185
Abbey Road DLR,2022-03-31,Exit,16984
Abbey Road DLR,2022-04-30,Entry,19352
Abbey Road DLR,2022-04-30,Exit,17226
Abbey Road DLR,2022-05-31,Entry,22552
Abbey Road DLR,2022-05-31,Exit,20102
Abbey Road DLR,2022-06-30,Entry,20860
Abbey Road DLR,2022-06-30,Exit,18164
Abbey Road DLR,2022-07-31,Entry,21725
Abbey Road DLR,2022-07-31,Exit,18554
Abbey Road DLR,2022-08-31,Entry,21061
Abbey Road DLR,2022-08-31,Exit,18448
Abbey Road DLR,2022-09-30,Entry,22609
Abbey Road DLR,2022-09-30,Exit,19977
Abbey Road DLR,2022-10-31,Entry,24635
Abbey Road DLR,2022-10-31,Exit,21605
Abbey Road DLR,2022-11-30,Entry,24190
Abbey Road DLR,2022-11-30,Exit,21148
Abbey Road DLR,2022-12-31,Entry,21612
Abbey Road DLR,2022-12-31,Exit,18548
Abbey Road DLR,2023-01-31,Entry,24276
Abbey Road DLR,2023-01-31,Exit,21876
Abbey Road DLR,2023-02-28,Entry,24039
Abbey Road DLR,2023-02-28,Exit,21504
Abbey Road DLR,2023-03-31,Entry,27698
Abbey Road DLR,2023-03-31,Exit,24672
Abbey Road DLR,2023-04-30,Entry,22320
Abbey Road DLR,2023-04-30,Exit,19900
Abbey Road DLR,2023-05-31,Entry,27917
Abbey Road DLR,2023-05-31,Exit,25001
Abbey Road DLR,2023-06-30,Entry,27737
Abbey Road DLR,2023-06-30,Exit,24630
Abbey Road DLR,2023-07-31,Entry,19610
Abbey Road DLR,2023-07-31,Exit,17761
Abbey Wood,2019-01-31,Entry,130298
Abbey Wood,2019-01-31,Exit,117574
Abbey Wood,2019-02-28,Entry,135250
Abbey Wood,2019-02-28,Exit,118582
Abbey Wood,2019-03-31,Entry,145605
Abbey Wood,2019-03-31,Exit,129830
Abbey Wood,2019-04-30,Entry,133474
Abbey Wood,2019-04-30,Exit,116776
Abbey Wood,2019-05-31,Entry,140480
Abbey Wood,2019-05-31,Exit,120610
Abbey Wood,2019-06-30,Entry,141923
Abbey Wood,2019-06-30,Exit,124091
Abbey Wood,2019-07-31,Entry,159768
Abbey Wood,2019-07-31,Exit,138195
Abbey Wood,2019-08-31,Entry,146173
Abbey Wood,2019-08-31,Exit,124864
Abbey Wood,2019-09-30,Entry,152082
Abbey Wood,2019-09-30,Exit,130883
Abbey Wood,2019-10-31,Entry,166177
Abbey Wood,2019-10-31,Exit,148035
Abbey Wood,2019-11-30,Entry,158959
Abbey Wood,2019-11-30,Exit,140433
Abbey Wood,2019-12-31,Entry,135918
Abbey Wood,2019-12-31,Exit,118448
Abbey Wood,2020-01-31,Entry,145765
Abbey Wood,2020-01-31,Exit,129664
Abbey Wood,2020-02-29,Entry,153913
Abbey Wood,2020-02-29,Exit,136722
Abbey Wood,2020-03-31,Entry,91112
Abbey Wood,2020-03-31,Exit,80817
Abbey Wood,2020-04-30,Entry,16253
Abbey Wood,2020-04-30,Exit,15158
Abbey Wood,2020-05-31,Entry,20438
Abbey Wood,2020-05-31,Exit,18696
Abbey Wood,2020-06-30,Entry,39318
Abbey Wood,2020-06-30,Exit,35895
Abbey Wood,2020-07-31,Entry,61096
Abbey Wood,2020-07-31,Exit,54307
Abbey Wood,2020-08-31,Entry,66076
Abbey Wood,2020-08-31,Exit,59031
Abbey Wood,2020-09-30,Entry,79636
Abbey Wood,2020-09-30,Exit,74359
Abbey Wood,2020-10-31,Entry,81076
Abbey Wood,2020-10-31,Exit,75750
Abbey Wood,2020-11-30,Entry,66857
Abbey Wood,2020-11-30,Exit,63461
Abbey Wood,2020-12-31,Entry,61724
Abbey Wood,2020-12-31,Exit,59873
Abbey Wood,2021-01-31,Entry,36526
Abbey Wood,2021-01-31,Exit,37831
Abbey Wood,2021-02-28,Entry,42153
Abbey Wood,2021-02-28,Exit,44491
Abbey Wood,2021-03-31,Entry,62629
Abbey Wood,2021-03-31,Exit,63326
Abbey Wood,2021-04-30,Entry,71942
Abbey Wood,2021-04-30,Exit,73901
Abbey Wood,2021-05-31,Entry,79129
Abbey Wood,2021-05-31,Exit,81334
Abbey Wood,2021-06-30,Entry,86936
Abbey Wood,2021-06-30,Exit,90011
Abbey Wood,2021-07-31,Entry,94529
Abbey Wood,2021-07-31,Exit,87246
Abbey Wood,2021-08-31,Entry,94169
Abbey Wood,2021-08-31,Exit,85649
Abbey Wood,2021-09-30,Entry,109125
Abbey Wood,2021-09-30,Exit,99988
Abbey Wood,2021-10-31,Entry,113810
Abbey Wood,2021-10-31,Exit,103355
Abbey Wood,2021-11-30,Entry,115987
Abbey Wood,2021-11-30,Exit,108030
Abbey Wood,2021-12-31,Entry,93391
Abbey Wood,2021-12-31,Exit,84130
Abbey Wood,2022-01-31,Entry,90825
Abbey Wood,2022-01-31,Exit,82024
Abbey Wood,2022-02-28,Entry,98564
Abbey Wood,2022-02-28,Exit,91139
Abbey Wood,2022-03-31,Entry,121140
Abbey Wood,2022-03-31,Exit,111551
Abbey Wood,2022-04-30,Entry,112500
Abbey Wood,2022-04-30,Exit,102846
Abbey Wood,2022-05-31,Entry,151325
Abbey Wood,2022-05-31,Exit,142605
Abbey Wood,2022-06-30,Entry,204313
Abbey Wood,2022-06-30,Exit,190246
Abbey Wood,2022-07-31,Entry,236549
Abbey Wood,2022-07-31,Exit,216410
Abbey Wood,2022-08-31,Entry,251672
Abbey Wood,2022-08-31,Exit,233097
Abbey Wood,2022-09-30,Entry,262199
Abbey Wood,2022-09-30,Exit,241379
Abbey Wood,2022-10-31,Entry,280103
Abbey Wood,2022-10-31,Exit,254666
Abbey Wood,2022-11-30,Entry,308426
Abbey Wood,2022-11-30,Exit,285045
Abbey Wood,2022-12-31,Entry,279504
Abbey Wood,2022-12-31,Exit,252351
Abbey Wood,2023-01-31,Entry,309534
Abbey Wood,2023-01-31,Exit,292796
Abbey Wood,2023-02-28,Entry,312233
Abbey Wood,2023-02-28,Exit,293135
Abbey Wood,2023-03-31,Entry,344903
Abbey Wood,2023-03-31,Exit,326494
Abbey Wood,2023-04-30,Entry,318070
Abbey Wood,2023-04-30,Exit,295717
Abbey Wood,2023-05-31,Entry,370874
Abbey Wood,2023-05-31,Exit,347959
Abbey Wood,2023-06-30,Entry,387784
Abbey Wood,2023-06-30,Exit,359916
Abbey Wood,2023-07-31,Entry,294514
Abbey Wood,2023-07-31,Exit,274198
Acton Central,2019-01-31,Entry,71617
Acton Central,2019-01-31,Exit,70307
Acton Central,2019-02-28,Entry,72600
Acton Central,2019-02-28,Exit,69528
Acton Central,2019-03-31,Entry,78083
Acton Central,2019-03-31,Exit,73934
Acton Central,2019-04-30,Entry,71303
Acton Central,2019-04-30,Exit,68880
Acton Central,2019-05-31,Entry,79101
Acton Central,2019-05-31,Exit,76008
Acton Central,2019-06-30,Entry,73102
Acton Central,2019-06-30,Exit,69455
Acton Central,2019-07-31,Entry,74235
Acton Central,2019-07-31,Exit,71069
Acton Central,2019-08-31,Entry,62955
Acton Central,2019-08-31,Exit,60664
Acton Central,2019-09-30,Entry,73171
Acton Central,2019-09-30,Exit,71186
Acton Central,2019-10-31,Entry,76535
Acton Central,2019-10-31,Exit,73348
Acton Central,2019-11-30,Entry,78978
Acton Central,2019-11-30,Exit,76391
Acton Central,2019-12-31,Entry,63629
Acton Central,2019-12-31,Exit,60931
Acton Central,2020-01-31,Entry,74733
Acton Central,2020-01-31,Exit,72732
Acton Central,2020-02-29,Entry,71717
Acton Central,2020-02-29,Exit,69962
Acton Central,2020-03-31,Entry,48670
Acton Central,2020-03-31,Exit,47779
Acton Central,2020-04-30,Entry,6940
Acton Central,2020-04-30,Exit,6676
Acton Central,2020-05-31,Entry,10363
Acton Central,2020-05-31,Exit,10107
Acton Central,2020-06-30,Entry,22065
Acton Central,2020-06-30,Exit,20845
Acton Central,2020-07-31,Entry,34193
Acton Central,2020-07-31,Exit,32377
Acton Central,2020-08-31,Entry,38775
Acton Central,2020-08-31,Exit,36810
Acton Central,2020-09-30,Entry,49134
Acton Central,2020-09-30,Exit,47152
Acton Central,2020-10-31,Entry,50238
Acton Central,2020-10-31,Exit,48836
Acton Central,2020-11-30,Entry,40320
Acton Central,2020-11-30,Exit,39211
Acton Central,2020-12-31,Entry,35358
Acton Central,2020-12-31,Exit,35345
Acton Central,2021-01-31,Entry,20930
Acton Central,2021-01-31,Exit,21098
Acton Central,2021-02-28,Entry,22907
Acton Central,2021-02-28,Exit,24227
Acton Central,2021-03-31,Entry,36912
Acton Central,2021-03-31,Exit,38215
Acton Central,2021-04-30,Entry,40914
Acton Central,2021-04-30,Exit,43524
Acton Central,2021-05-31,Entry,47931
Acton Central,2021-05-31,Exit,52177
Acton Central,2021-06-30,Entry,51239
Acton Central,2021-06-30,Exit,55981
Acton Central,2021-07-31,Entry,49122
Acton Central,2021-07-31,Exit,47324
Acton Central,2021-08-31,Entry,47329
Acton Central,2021-08-31,Exit,45254
Acton Central,2021-09-30,Entry,60881
Acton Central,2021-09-30,Exit,57749
Acton Central,2021-10-31,Entry,63560
Acton Central,2021-10-31,Exit,60468
Acton Central,2021-11-30,Entry,68279
Acton Central,2021-11-30,Exit,65811
Acton Central,2021-12-31,Entry,48388
Acton Central,2021-12-31,Exit,45201
Acton Central,2022-01-31,Entry,53675
Acton Central,2022-01-31,Exit,50647
Acton Central,2022-02-28,Entry,52753
Acton Central,2022-02-28,Exit,49412
Acton Central,2022-03-31,Entry,72925
Acton Central,2022-03-31,Exit,71701
Acton Central,2022-04-30,Entry,62351
Acton Central,2022-04-30,Exit,59915
Acton Central,2022-05-31,Entry,73063
Acton Central,2022-05-31,Exit,69772
Acton Central,2022-06-30,Entry,62907
Acton Central,2022-06-30,Exit,60576
Acton Central,2022-07-31,Entry,59963
Acton Central,2022-07-31,Exit,57319
Acton Central,2022-08-31,Entry,57451
Acton Central,2022-08-31,Exit,54466
Acton Central,2022-09-30,Entry,65864
Acton Central,2022-09-30,Exit,63115
Acton Central,2022-10-31,Entry,59102
Acton Central,2022-10-31,Exit,56203
Acton Central,2022-11-30,Entry,71347
Acton Central,2022-11-30,Exit,70166
Acton Central,2022-12-31,Entry,38417
Acton Central,2022-12-31,Exit,36630
Acton Central,2023-01-31,Entry,50634
Acton Central,2023-01-31,Exit,49313
Acton Central,2023-02-28,Entry,58217
Acton Central,2023-02-28,Exit,56467
Acton Central,2023-03-31,Entry,65410
Acton Central,2023-03-31,Exit,63278
Acton Central,2023-04-30,Entry,58079
Acton Central,2023-04-30,Exit,55484
Acton Central,2023-05-31,Entry,67107
Acton Central,2023-05-31,Exit,65198
Acton Central,2023-06-30,Entry,70951
Acton Central,2023-06-30,Exit,68624
Acton Central,2023-07-31,Entry,42475
Acton Central,2023-07-31,Exit,40466
Acton Main Line,2019-01-31,Entry,11744
Acton Main Line,2019-01-31,Exit,9963
Acton Main Line,2019-02-28,Entry,11701
Acton Main Line,2019-02-28,Exit,9281
Acton Main Line,2019-03-31,Entry,13274
Acton Main Line,2019-03-31,Exit,10575
Acton Main Line,2019-04-30,Entry,12402
Acton Main Line,2019-04-30,Exit,9916
Acton Main Line,2019-05-31,Entry,13716
Acton Main Line,2019-05-31,Exit,10907
Acton Main Line,2019-06-30,Entry,14238
Acton Main Line,2019-06-30,Exit,11648
Acton Main Line,2019-07-31,Entry,15155
Acton Main Line,2019-07-31,Exit,12755
Acton Main Line,2019-08-31,Entry,14011
Acton Main Line,2019-08-31,Exit,11953
Acton Main Line,2019-09-30,Entry,14428
Acton Main Line,2019-09-30,Exit,12453
Acton Main Line,2019-10-31,Entry,16328
Acton Main Line,2019-10-31,Exit,14201
Acton Main Line,2019-11-30,Entry,16395
Acton Main Line,2019-11-30,Exit,13329
Acton Main Line,2019-12-31,Entry,12267
Acton Main Line,2019-12-31,Exit,10248
Acton Main Line,2020-01-31,Entry,15588
Acton Main Line,2020-01-31,Exit,12967
Acton Main Line,2020-02-29,Entry,14006
Acton Main Line,2020-02-29,Exit,11247
Acton Main Line,2020-03-31,Entry,9004
Acton Main Line,2020-03-31,Exit,7432
Acton Main Line,2020-04-30,Entry,1209
Acton Main Line,2020-04-30,Exit,1066
Acton Main Line,2020-05-31,Entry,1769
Acton Main Line,2020-05-31,Exit,1494
Acton Main Line,2020-06-30,Entry,3533
Acton Main Line,2020-06-30,Exit,2882
Acton Main Line,2020-07-31,Entry,5957
Acton Main Line,2020-07-31,Exit,5000
Acton Main Line,2020-08-31,Entry,7037
Acton Main Line,2020-08-31,Exit,6052
Acton Main Line,2020-09-30,Entry,8717
Acton Main Line,2020-09-30,Exit,7604
Acton Main Line,2020-10-31,Entry,8713
Acton Main Line,2020-10-31,Exit,7371
Acton Main Line,2020-11-30,Entry,6127
Acton Main Line,2020-11-30,Exit,5259
Acton Main Line,2020-12-31,Entry,6694
Acton Main Line,2020-12-31,Exit,6017
Acton Main Line,2021-01-31,Entry,3746
Acton Main Line,2021-01-31,Exit,4011
Acton Main Line,2021-02-28,Entry,4420
Acton Main Line,2021-02-28,Exit,4886
Acton Main Line,2021-03-31,Entry,7567
Acton Main Line,2021-03-31,Exit,6850
Acton Main Line,2021-04-30,Entry,9115
Acton Main Line,2021-04-30,Exit,10578
Acton Main Line,2021-05-31,Entry,10520
Acton Main Line,2021-05-31,Exit,9768
Acton Main Line,2021-06-30,Entry,12275
Acton Main Line,2021-06-30,Exit,11586
Acton Main Line,2021-07-31,Entry,12076
Acton Main Line,2021-07-31,Exit,10078
Acton Main Line,2021-08-31,Entry,13377
Acton Main Line,2021-08-31,Exit,11952
Acton Main Line,2021-09-30,Entry,16668
Acton Main Line,2021-09-30,Exit,15123
Acton Main Line,2021-10-31,Entry,19132
Acton Main Line,2021-10-31,Exit,16958
Acton Main Line,2021-11-30,Entry,18369
Acton Main Line,2021-11-30,Exit,16173
Acton Main Line,2021-12-31,Entry,15291
Acton Main Line,2021-12-31,Exit,13663
Acton Main Line,2022-01-31,Entry,14343
Acton Main Line,2022-01-31,Exit,12677
Acton Main Line,2022-02-28,Entry,15084
Acton Main Line,2022-02-28,Exit,13445
Acton Main Line,2022-03-31,Entry,22466
Acton Main Line,2022-03-31,Exit,19264
Acton Main Line,2022-04-30,Entry,19483
Acton Main Line,2022-04-30,Exit,17056
Acton Main Line,2022-05-31,Entry,29668
Acton Main Line,2022-05-31,Exit,27687
Acton Main Line,2022-06-30,Entry,42399
Acton Main Line,2022-06-30,Exit,40013
Acton Main Line,2022-07-31,Entry,45011
Acton Main Line,2022-07-31,Exit,41735
Acton Main Line,2022-08-31,Entry,44717
Acton Main Line,2022-08-31,Exit,41766
Acton Main Line,2022-09-30,Entry,43657
Acton Main Line,2022-09-30,Exit,41490
Acton Main Line,2022-10-31,Entry,47663
Acton Main Line,2022-10-31,Exit,45446
Acton Main Line,2022-11-30,Entry,69286
Acton Main Line,2022-11-30,Exit,64503
Acton Main Line,2022-12-31,Entry,58608
Acton Main Line,2022-12-31,Exit,54177
Acton Main Line,2023-01-31,Entry,61629
Acton Main Line,2023-01-31,Exit,60628
Acton Main Line,2023-02-28,Entry,62717
Acton Main Line,2023-02-28,Exit,61709
Acton Main Line,2023-03-31,Entry,82189
Acton Main Line,2023-03-31,Exit,80322
Acton Main Line,2023-04-30,Entry,71255
Acton Main Line,2023-04-30,Exit,68345
Acton Main Line,2023-05-31,Entry,84289
Acton Main Line,2023-05-31,Exit,81272
Acton Main Line,2023-06-30,Entry,93450
Acton Main Line,2023-06-30,Exit,87169
Acton Main Line,2023-07-31,Entry,72659
Acton Main Line,2023-07-31,Exit,68685
Acton Town,2019-01-31,Entry,225504
Acton Town,2019-01-31,Exit,235313
Acton Town,2019-02-28,Entry,225840
Acton Town,2019-02-28,Exit,228759
Acton Town,2019-03-31,Entry,254875
Acton Town,2019-03-31,Exit,259976
Acton Town,2019-04-30,Entry,233611
Acton Town,2019-04-30,Exit,238798
Acton Town,2019-05-31,Entry,234666
Acton Town,2019-05-31,Exit,237951
Acton Town,2019-06-30,Entry,250838
Acton Town,2019-06-30,Exit,257701
Acton Town,2019-07-31,Entry,271839
Acton Town,2019-07-31,Exit,301648
Acton Town,2019-08-31,Entry,228961
Acton Town,2019-08-31,Exit,234170
Acton Town,2019-09-30,Entry,262125
Acton Town,2019-09-30,Exit,275680
Acton Town,2019-10-31,Entry,270431
Acton Town,2019-10-31,Exit,274165
Acton Town,2019-11-30,Entry,265416
Acton Town,2019-11-30,Exit,269550
Acton Town,2019-12-31,Entry,229815
Acton Town,2019-12-31,Exit,232722
Acton Town,2020-01-31,Entry,251441
Acton Town,2020-01-31,Exit,255798
Acton Town,2020-02-29,Entry,227202
Acton Town,2020-02-29,Exit,241634
Acton Town,2020-03-31,Entry,151182
Acton Town,2020-03-31,Exit,156124
Acton Town,2020-04-30,Entry,20530
Acton Town,2020-04-30,Exit,21571
Acton Town,2020-05-31,Entry,28036
Acton Town,2020-05-31,Exit,28905
Acton Town,2020-06-30,Entry,53519
Acton Town,2020-06-30,Exit,54002
Acton Town,2020-07-31,Entry,83686
Acton Town,2020-07-31,Exit,83692
Acton Town,2020-08-31,Entry,98436
Acton Town,2020-08-31,Exit,99488
Acton Town,2020-09-30,Entry,122384
Acton Town,2020-09-30,Exit,122455
Acton Town,2020-10-31,Entry,127121
Acton Town,2020-10-31,Exit,127819
Acton Town,2020-11-30,Entry,98624
Acton Town,2020-11-30,Exit,99870
Acton Town,2020-12-31,Entry,88339
Acton Town,2020-12-31,Exit,91512
Acton Town,2021-01-31,Entry,52917
Acton Town,2021-01-31,Exit,56619
Acton Town,2021-02-28,Entry,60173
Acton Town,2021-02-28,Exit,64667
Acton Town,2021-03-31,Entry,92742
Acton Town,2021-03-31,Exit,101605
Acton Town,2021-04-30,Entry,108647
Acton Town,2021-04-30,Exit,119356
Acton Town,2021-05-31,Entry,127596
Acton Town,2021-05-31,Exit,142338
Acton Town,2021-06-30,Entry,145313
Acton Town,2021-06-30,Exit,160149
Acton Town,2021-07-31,Entry,138840
Acton Town,2021-07-31,Exit,142786
Acton Town,2021-08-31,Entry,137338
Acton Town,2021-08-31,Exit,139892
Acton Town,2021-09-30,Entry,177784
Acton Town,2021-09-30,Exit,191267
Acton Town,2021-10-31,Entry,198057
Acton Town,2021-10-31,Exit,199970
Acton Town,2021-11-30,Entry,187379
Acton Town,2021-11-30,Exit,187735
Acton Town,2021-12-31,Entry,161671
Acton Town,2021-12-31,Exit,161690
Acton Town,2022-01-31,Entry,141866
Acton Town,2022-01-31,Exit,144399
Acton Town,2022-02-28,Entry,161985
Acton Town,2022-02-28,Exit,162076
Acton Town,2022-03-31,Entry,170764
Acton Town,2022-03-31,Exit,172649
Acton Town,2022-04-30,Entry,192199
Acton Town,2022-04-30,Exit,196553
Acton Town,2022-05-31,Entry,211736
Acton Town,2022-05-31,Exit,214763
Acton Town,2022-06-30,Entry,176579
Acton Town,2022-06-30,Exit,177804
Acton Town,2022-07-31,Entry,232044
Acton Town,2022-07-31,Exit,235314
Acton Town,2022-08-31,Entry,186598
Acton Town,2022-08-31,Exit,199528
Acton Town,2022-09-30,Entry,200106
Acton Town,2022-09-30,Exit,208158
Acton Town,2022-10-31,Entry,229055
Acton Town,2022-10-31,Exit,235462
Acton Town,2022-11-30,Entry,212160
Acton Town,2022-11-30,Exit,218110
Acton Town,2022-12-31,Entry,192067
Acton Town,2022-12-31,Exit,197236
Acton Town,2023-01-31,Entry,205474
Acton Town,2023-01-31,Exit,210635
Acton Town,2023-02-28,Entry,192955
Acton Town,2023-02-28,Exit,200985
Acton Town,2023-03-31,Entry,221021
Acton Town,2023-03-31,Exit,225530
Acton Town,2023-04-30,Entry,197303
Acton Town,2023-04-30,Exit,203701
Acton Town,2023-05-31,Entry,223452
Acton Town,2023-05-31,Exit,228012
Acton Town,2023-06-30,Entry,211916
Acton Town,2023-06-30,Exit,227964
Acton Town,2023-07-31,Entry,163133
Acton Town,2023-07-31,Exit,164524
Aldgate,2019-01-31,Entry,362691
Aldgate,2019-01-31,Exit,394114
Aldgate,2019-02-28,Entry,350614
Aldgate,2019-02-28,Exit,381483
Aldgate,2019-03-31,Entry,380267
Aldgate,2019-03-31,Exit,414038
Aldgate,2019-04-30,Entry,367462
Aldgate,2019-04-30,Exit,401619
Aldgate,2019-05-31,Entry,375389
Aldgate,2019-05-31,Exit,404515
Aldgate,2019-06-30,Entry,383915
Aldgate,2019-06-30,Exit,412932
Aldgate,2019-07-31,Entry,365478
Aldgate,2019-07-31,Exit,393754
Aldgate,2019-08-31,Entry,334259
Aldgate,2019-08-31,Exit,359933
Aldgate,2019-09-30,Entry,340620
Aldgate,2019-09-30,Exit,373435
Aldgate,2019-10-31,Entry,426688
Aldgate,2019-10-31,Exit,464902
Aldgate,2019-11-30,Entry,394980
Aldgate,2019-11-30,Exit,425538
Aldgate,2019-12-31,Entry,314402
Aldgate,2019-12-31,Exit,343305
Aldgate,2020-01-31,Entry,385277
Aldgate,2020-01-31,Exit,403193
Aldgate,2020-02-29,Entry,369229
Aldgate,2020-02-29,Exit,394593
Aldgate,2020-03-31,Entry,194986
Aldgate,2020-03-31,Exit,205974
Aldgate,2020-04-30,Entry,7489
Aldgate,2020-04-30,Exit,7389
Aldgate,2020-05-31,Entry,13979
Aldgate,2020-05-31,Exit,14808
Aldgate,2020-06-30,Entry,34831
Aldgate,2020-06-30,Exit,38984
Aldgate,2020-07-31,Entry,67695
Aldgate,2020-07-31,Exit,72242
Aldgate,2020-08-31,Entry,86529
Aldgate,2020-08-31,Exit,93166
Aldgate,2020-09-30,Entry,82928
Aldgate,2020-09-30,Exit,95160
Aldgate,2020-10-31,Entry,104928
Aldgate,2020-10-31,Exit,116160
Aldgate,2020-11-30,Entry,69957
Aldgate,2020-11-30,Exit,80547
Aldgate,2020-12-31,Entry,59539
Aldgate,2020-12-31,Exit,74688
Aldgate,2021-01-31,Entry,40322
Aldgate,2021-01-31,Exit,49500
Aldgate,2021-02-28,Entry,44731
Aldgate,2021-02-28,Exit,56221
Aldgate,2021-03-31,Entry,56404
Aldgate,2021-03-31,Exit,73668
Aldgate,2021-04-30,Entry,69375
Aldgate,2021-04-30,Exit,94880
Aldgate,2021-05-31,Entry,90722
Aldgate,2021-05-31,Exit,123404
Aldgate,2021-06-30,Entry,121239
Aldgate,2021-06-30,Exit,162476
Aldgate,2021-07-31,Entry,129887
Aldgate,2021-07-31,Exit,153709
Aldgate,2021-08-31,Entry,156335
Aldgate,2021-08-31,Exit,162239
Aldgate,2021-09-30,Entry,167937
Aldgate,2021-09-30,Exit,202263
Aldgate,2021-10-31,Entry,204544
Aldgate,2021-10-31,Exit,248952
Aldgate,2021-11-30,Entry,202970
Aldgate,2021-11-30,Exit,255204
Aldgate,2021-12-31,Entry,139810
Aldgate,2021-12-31,Exit,179442
Aldgate,2022-01-31,Entry,131943
Aldgate,2022-01-31,Exit,165851
Aldgate,2022-02-28,Entry,179243
Aldgate,2022-02-28,Exit,217617
Aldgate,2022-03-31,Entry,251475
Aldgate,2022-03-31,Exit,289435
Aldgate,2022-04-30,Entry,247208
Aldgate,2022-04-30,Exit,272210
Aldgate,2022-05-31,Entry,292681
Aldgate,2022-05-31,Exit,337276
Aldgate,2022-06-30,Entry,230677
Aldgate,2022-06-30,Exit,273937
Aldgate,2022-07-31,Entry,253830
Aldgate,2022-07-31,Exit,299736
Aldgate,2022-08-31,Entry,253055
Aldgate,2022-08-31,Exit,295560
Aldgate,2022-09-30,Entry,251071
Aldgate,2022-09-30,Exit,290728
Aldgate,2022-10-31,Entry,301545
Aldgate,2022-10-31,Exit,345200
Aldgate,2022-11-30,Entry,285030
Aldgate,2022-11-30,Exit,317849
Aldgate,2022-12-31,Entry,240188
Aldgate,2022-12-31,Exit,272223
Aldgate,2023-01-31,Entry,264283
Aldgate,2023-01-31,Exit,290630
Aldgate,2023-02-28,Entry,245867
Aldgate,2023-02-28,Exit,278685
Aldgate,2023-03-31,Entry,275065
Aldgate,2023-03-31,Exit,314304
Aldgate,2023-04-30,Entry,247604
Aldgate,2023-04-30,Exit,279453
Aldgate,2023-05-31,Entry,269100
