player_name,match_id,batting_average,strike_rate,bowling_average,runs_per_ball
SJ Bryce,72.0,16.0,0.84,,
SJ Bryce,78.0,20.0,1.02,,
SJ Bryce,80.0,23.25,1.11,,
SJ Bryce,82.0,25.8,1.13,,
SJ Bryce,85.0,25.33,1.09,,
SJ Bryce,127.0,28.83,1.09,,
SJ Bryce,129.0,30.33,1.08,,
SJ Bryce,134.0,26.14,1.06,,
SJ Bryce,137.0,32.43,1.09,,
SJ Bryce,140.0,36.86,1.13,,
SJ Bryce,148.0,37.86,1.15,,
SJ Bryce,150.0,33.62,1.13,,
NE Farrant,33.0,,,8.33,1.25
NE Farrant,37.0,inf,1.5,9.4,1.18
NE Farrant,44.0,inf,1.5,10.14,1.18
NE Farrant,47.0,7.0,1.0,10.67,1.2
NE Farrant,49.0,7.0,1.0,10.0,1.2
NE Farrant,58.0,7.0,1.0,9.53,1.19
NE Farrant,60.0,3.5,0.88,9.71,1.18
NE Farrant,63.0,3.5,0.88,8.38,1.11
NE Farrant,64.0,3.5,0.88,8.95,1.05
S Ismail,33.0,,,inf,1.69
S Ismail,37.0,,,inf,1.17
S Ismail,58.0,,,58.0,1.04
S Ismail,60.0,5.0,0.71,81.0,1.07
S Ismail,63.0,5.0,0.71,48.0,1.0
S Ismail,64.0,5.0,0.71,27.75,0.96
S Ismail,65.0,5.0,0.71,28.6,1.05
S Ismail,70.0,5.0,0.71,35.4,1.13
S Ismail,73.0,5.0,0.71,39.6,1.12
S Ismail,79.0,5.0,0.71,42.0,1.07
S Ismail,83.0,5.0,0.71,32.86,1.06
S Ismail,88.0,5.0,0.71,37.57,1.11
S Ismail,90.0,5.0,0.71,30.67,1.08
S Ismail,127.0,5.0,0.71,33.89,1.11
S Ismail,129.0,5.0,0.71,26.42,1.07
S Ismail,134.0,5.0,0.71,23.2,1.1
S Ismail,137.0,5.0,0.71,20.72,1.11
S Ismail,140.0,5.0,0.71,21.11,1.13
S Ismail,148.0,5.0,0.71,20.33,1.14
S Ismail,150.0,13.0,0.81,21.62,1.15
D Gregory,33.0,,,inf,1.8
D Gregory,37.0,,,31.0,1.55
D Gregory,44.0,,,42.0,1.68
D Gregory,47.0,inf,1.0,27.5,1.57
D Gregory,49.0,inf,1.0,24.33,1.46
KM Mack,34.0,7.0,0.88,,
KM Mack,38.0,5.0,0.77,,
KM Mack,42.0,13.67,1.17,,
KM Mack,45.0,16.25,1.02,,
KM Mack,49.0,15.8,1.07,,
KM Mack,53.0,15.8,1.07,,
KM Mack,57.0,14.33,1.06,,
KM Mack,61.0,14.29,1.04,,
KM Mack,63.0,12.5,1.01,,
Shafali Verma,34.0,13.0,1.0,,
Shafali Verma,38.0,9.5,0.83,,
Shafali Verma,42.0,13.67,0.95,,
Shafali Verma,45.0,13.75,1.1,,
Shafali Verma,49.0,14.2,1.08,,
Shafali Verma,53.0,29.4,1.36,,
Shafali Verma,57.0,27.17,1.39,,
Shafali Verma,61.0,24.43,1.42,,
E Jones,34.0,47.0,1.15,,
E Jones,38.0,27.0,1.0,,
E Jones,42.0,29.0,1.05,,
E Jones,45.0,26.0,1.13,,
E Jones,49.0,20.8,1.09,,
E Jones,53.0,31.2,1.2,7.0,1.4
E Jones,57.0,28.17,1.13,7.0,1.4
E Jones,61.0,33.29,1.19,7.0,1.4
E Jones,63.0,29.12,1.18,7.0,1.4
E Jones,68.0,26.0,1.16,7.0,1.4
E Jones,71.0,24.5,1.1,7.0,1.4
E Jones,75.0,25.36,1.11,7.0,1.4
E Jones,79.0,25.67,1.1,7.0,1.4
E Jones,84.0,23.69,1.09,7.0,1.4
E Jones,86.0,23.71,1.06,7.0,1.4
E Jones,126.0,22.8,1.07,7.0,1.4
E Jones,130.0,22.5,1.06,7.0,1.4
E Jones,134.0,22.5,1.06,7.0,1.4
E Jones,139.0,21.29,1.05,7.0,1.4
E Jones,142.0,21.28,1.06,7.0,1.4
E Jones,145.0,21.21,1.05,7.0,1.4
EL Arlott,34.0,8.0,1.14,15.0,2.0
EL Arlott,38.0,4.5,0.82,19.5,1.56
EL Arlott,42.0,4.5,0.82,30.5,1.74
EL Arlott,45.0,5.67,0.94,29.0,1.67
EL Arlott,53.0,5.67,0.94,20.2,1.51
EL Arlott,57.0,13.0,1.22,23.4,1.43
EL Arlott,61.0,13.0,1.22,23.5,1.38
EL Arlott,63.0,10.25,1.05,21.86,1.31
EL Arlott,68.0,13.25,1.15,24.29,1.34
EL Arlott,71.0,13.25,1.15,19.0,1.29
EL Arlott,75.0,13.25,1.15,20.0,1.32
EL Arlott,79.0,17.0,1.19,19.08,1.24
EL Arlott,84.0,20.5,1.22,17.57,1.21
EL Arlott,86.0,17.8,1.16,15.94,1.14
EL Arlott,126.0,15.67,1.07,16.38,1.14
EL Arlott,130.0,14.14,1.04,16.62,1.14
EL Arlott,134.0,14.14,1.04,16.61,1.18
EL Arlott,139.0,14.14,1.04,17.33,1.2
EL Arlott,142.0,15.0,1.06,16.75,1.22
EL Arlott,145.0,14.25,1.12,15.26,1.19
AE Jones,34.0,33.0,1.94,,
AE Jones,38.0,32.0,1.88,,
AE Jones,42.0,53.0,1.77,,
AE Jones,45.0,35.67,1.65,,
AE Jones,49.0,27.0,1.57,,
AE Jones,53.0,27.0,1.57,,
AE Jones,57.0,23.4,1.52,,
AE Jones,61.0,23.5,1.6,,
AE Jones,63.0,25.14,1.56,,
AE Jones,68.0,22.25,1.51,,
AE Jones,71.0,27.75,1.48,,
AE Jones,75.0,30.0,1.52,,
AE Jones,79.0,28.8,1.45,,
AE Jones,84.0,26.73,1.43,,
AE Jones,86.0,24.92,1.4,,
AE Jones,126.0,24.0,1.38,,
AE Jones,130.0,22.79,1.37,,
AE Jones,134.0,26.21,1.37,,
AE Jones,139.0,24.6,1.36,,
AE Jones,142.0,25.12,1.36,,
AE Jones,145.0,28.0,1.38,,
EA Burns,34.0,2.0,0.4,8.0,0.8
EA Burns,38.0,9.5,0.9,16.0,0.91
EA Burns,42.0,6.33,0.86,20.0,1.2
EA Burns,45.0,5.5,0.73,24.0,1.31
EA Burns,49.0,13.4,1.16,29.0,1.34
EA Burns,53.0,13.4,1.16,26.5,1.25
EA Burns,57.0,17.5,1.25,20.17,1.21
EA Burns,61.0,22.17,1.25,20.29,1.18
EA Burns,63.0,22.29,1.22,19.38,1.15
EA Burns,84.0,23.0,1.2,20.0,1.2
EA Burns,88.0,21.0,1.2,22.11,1.24
EA Burns,126.0,19.2,1.18,24.0,1.23
EA Burns,130.0,17.45,1.16,25.67,1.22
EA Burns,134.0,16.0,1.16,26.33,1.18
EA Burns,139.0,16.08,1.17,29.67,1.21
EA Burns,142.0,17.0,1.19,28.9,1.2
EA Burns,145.0,16.93,1.17,29.6,1.21
GA Elwiss,34.0,inf,1.33,inf,1.44
GA Elwiss,38.0,9.0,1.0,25.0,1.39
GA Elwiss,42.0,12.0,1.0,37.0,1.45
GA Elwiss,45.0,14.0,1.04,35.0,1.48
GA Elwiss,49.0,10.67,0.97,39.67,1.38
GA Elwiss,53.0,10.67,0.97,34.5,1.37
GA Elwiss,57.0,11.33,0.94,27.0,1.4
GA Elwiss,63.0,9.0,0.92,26.29,1.35
GA Elwiss,68.0,9.0,0.92,21.3,1.37
GA Elwiss,71.0,9.0,0.92,19.08,1.34
GA Elwiss,75.0,9.0,0.92,20.69,1.41
GA Elwiss,79.0,8.4,0.89,21.85,1.41
GA Elwiss,84.0,12.33,1.03,23.23,1.4
GA Elwiss,86.0,12.57,1.04,22.86,1.36
GA Elwiss,127.0,16.57,1.1,22.86,1.36
GA Elwiss,129.0,18.62,1.11,20.25,1.32
GA Elwiss,134.0,17.67,1.11,21.31,1.33
GA Elwiss,137.0,17.2,1.1,20.33,1.33
GA Elwiss,140.0,17.2,1.1,20.33,1.33
GA Elwiss,148.0,17.2,1.1,20.33,1.33
GA Elwiss,150.0,16.82,1.09,21.22,1.34
IECM Wong,34.0,inf,1.5,31.0,1.55
IECM Wong,38.0,16.0,0.94,22.0,1.26
IECM Wong,42.0,16.0,0.94,34.5,1.33
IECM Wong,45.0,21.5,1.54,34.0,1.46
IECM Wong,49.0,18.0,1.42,42.0,1.45
IECM Wong,57.0,15.75,1.43,47.33,1.39
IECM Wong,61.0,16.0,1.39,33.4,1.37
IECM Wong,63.0,13.0,1.33,32.33,1.42
IECM Wong,68.0,10.83,1.3,34.5,1.36
IECM Wong,71.0,10.83,1.3,32.0,1.34
IECM Wong,75.0,10.83,1.3,36.29,1.4
IECM Wong,79.0,10.57,1.32,38.14,1.39
IECM Wong,84.0,12.25,1.2,35.12,1.36
IECM Wong,86.0,11.22,1.16,36.25,1.37
IECM Wong,126.0,11.0,1.17,33.22,1.38
IECM Wong,130.0,10.36,1.14,33.78,1.37
IECM Wong,134.0,9.5,1.13,35.78,1.39
IECM Wong,139.0,10.15,1.2,37.33,1.42
GM Davies,34.0,,,,
GM Davies,38.0,20.0,1.18,,
GM Davies,42.0,20.0,1.18,,
GM Davies,45.0,12.5,1.14,,
GM Davies,49.0,12.0,1.2,,
GM Davies,53.0,12.0,1.2,,
GM Davies,57.0,9.0,1.12,,
GM Davies,61.0,9.0,1.12,,
GM Davies,63.0,9.6,1.0,,
GM Davies,68.0,9.6,1.0,,
GM Davies,71.0,9.6,1.0,,
GM Davies,75.0,10.0,1.0,,
GM Davies,86.0,9.33,1.02,,
KL Gordon,34.0,,,12.5,1.25
KL Gordon,38.0,inf,1.67,7.8,0.98
KL Gordon,42.0,inf,1.67,12.0,1.2
KL Gordon,45.0,inf,1.67,13.33,1.14
KL Gordon,49.0,inf,1.62,12.5,1.11
KL Gordon,53.0,inf,1.62,11.82,1.18
KL Gordon,57.0,inf,1.62,11.14,1.2
KL Gordon,61.0,inf,1.62,12.67,1.27
KL Gordon,63.0,26.0,1.37,11.78,1.25
KL Gordon,68.0,26.0,1.37,13.56,1.32
KL Gordon,71.0,26.0,1.37,14.56,1.34
KL Gordon,75.0,26.0,1.37,15.5,1.36
KL Gordon,79.0,26.0,1.37,16.44,1.35
KL Gordon,84.0,13.0,1.3,15.8,1.32
KL Gordon,86.0,14.0,1.22,16.6,1.3
KL Gordon,125.0,14.0,1.22,15.91,1.27
KL Gordon,132.0,14.0,1.22,16.3,1.27
KL Gordon,136.0,14.0,1.22,15.76,1.25
KL Gordon,140.0,14.0,1.22,15.59,1.26
KL Gordon,143.0,14.0,1.22,15.71,1.24
KL Gordon,145.0,14.0,1.22,15.33,1.23
KL Gordon,149.0,14.5,1.21,15.0,1.22
AH Maqsood,34.0,,,inf,1.4
AH Maqsood,38.0,inf,1.0,10.5,0.84
AH Maqsood,42.0,inf,1.0,14.0,1.05
AH Maqsood,45.0,inf,1.0,16.25,1.08
AH Maqsood,49.0,inf,0.67,23.25,1.16
AH Maqsood,53.0,inf,0.67,25.0,1.25
AH Maqsood,57.0,inf,0.67,30.6,1.27
AH Maqsood,61.0,inf,0.67,29.17,1.3
AH Maqsood,63.0,inf,0.71,32.17,1.29
AH Maqsood,68.0,inf,0.71,29.57,1.29
AH Maqsood,71.0,inf,0.71,30.29,1.28
AH Maqsood,75.0,inf,0.71,29.0,1.29
AH Maqsood,79.0,inf,0.71,30.75,1.29
AH Maqsood,84.0,5.0,0.56,31.75,1.3
AH Maqsood,142.0,5.0,0.56,33.0,1.32
ND Dattani,34.0,34.0,1.79,inf,2.0
ND Dattani,37.0,21.0,1.27,17.0,1.7
ND Dattani,41.0,17.0,1.27,28.0,1.87
ND Dattani,46.0,13.0,1.16,28.0,1.87
ND Dattani,48.0,12.0,1.15,28.0,1.87
ND Dattani,54.0,11.83,1.04,34.5,1.97
ND Dattani,58.0,10.29,0.97,34.5,1.97
ND Dattani,66.0,9.38,0.94,34.5,1.97
ND Dattani,69.0,8.89,0.91,34.5,1.97
ND Dattani,76.0,13.11,0.97,34.5,1.97
ND Dattani,80.0,13.11,0.97,34.5,1.97
ND Dattani,83.0,12.3,0.92,34.5,1.97
ND Dattani,86.0,15.1,0.93,34.5,1.97
ND Dattani,125.0,14.45,0.92,33.0,1.8
ND Dattani,132.0,13.33,0.91,33.75,1.8
ND Dattani,136.0,12.38,0.9,38.75,1.82
ND Dattani,140.0,12.92,0.9,45.5,1.92
ND Dattani,143.0,12.92,0.9,45.5,1.92
ND Dattani,145.0,13.08,0.9,45.5,1.92
ND Dattani,149.0,13.07,0.92,40.0,1.9
DJS Dottin,34.0,9.0,1.0,14.0,1.4
DJS Dottin,37.0,11.5,0.96,18.33,1.38
DJS Dottin,41.0,17.33,1.21,18.33,1.38
DJS Dottin,46.0,13.5,0.96,18.33,1.38
DJS Dottin,48.0,26.0,1.16,18.33,1.38
DJS Dottin,54.0,26.4,1.17,18.33,1.38
DJS Dottin,58.0,22.33,1.14,18.33,1.38
DJS Dottin,62.0,20.86,1.18,18.33,1.38
DJS Dottin,67.0,18.25,1.16,15.4,1.28
DJS Dottin,72.0,26.62,1.31,14.14,1.32
DJS Dottin,74.0,25.0,1.29,15.14,1.32
DJS Dottin,77.0,32.56,1.43,20.0,1.41
DJS Dottin,130.0,29.9,1.38,20.0,1.41
DJS Dottin,133.0,31.0,1.4,20.0,1.41
DJS Dottin,138.0,30.67,1.39,19.5,1.43
DJS Dottin,143.0,30.62,1.37,19.5,1.43
DJS Dottin,147.0,28.64,1.34,19.5,1.43
HC Knight,34.0,21.0,1.24,12.0,1.2
HC Knight,37.0,30.5,1.33,24.0,1.2
HC Knight,41.0,30.67,1.3,32.0,1.28
HC Knight,46.0,23.75,1.25,35.0,1.17
HC Knight,48.0,22.2,1.23,51.0,1.27
HC Knight,54.0,24.33,1.26,23.67,1.18
HC Knight,58.0,25.71,1.24,28.33,1.21
HC Knight,62.0,30.57,1.3,20.4,1.13
HC Knight,131.0,32.25,1.35,20.4,1.13
HC Knight,136.0,29.89,1.31,20.4,1.13
HC Knight,141.0,27.9,1.29,20.4,1.13
HC Knight,144.0,26.55,1.25,20.4,1.13
HC Knight,148.0,27.17,1.24,20.4,1.13
DB Sharma,34.0,28.0,1.17,26.0,1.3
DB Sharma,37.0,15.5,1.07,24.0,1.37
DB Sharma,41.0,10.67,1.03,24.0,1.31
DB Sharma,46.0,8.0,1.03,16.4,1.09
DB Sharma,48.0,8.0,1.03,16.83,1.06
DB Sharma,54.0,16.5,1.22,13.88,0.97
DB Sharma,58.0,19.25,1.13,15.38,0.91
DB Sharma,62.0,19.25,1.13,13.7,0.88
CL Tryon,34.0,9.0,0.82,,
CL Tryon,37.0,9.0,0.67,inf,0.6
CL Tryon,41.0,8.0,0.75,inf,1.47
CL Tryon,46.0,8.25,0.85,inf,1.35
CL Tryon,48.0,8.25,0.85,inf,1.35
CL Tryon,58.0,7.4,0.8,inf,1.35
CL Tryon,62.0,6.83,0.77,inf,1.35
CL Tryon,125.0,10.67,1.02,inf,1.2
CL Tryon,127.0,10.29,0.99,76.0,1.27
CL Tryon,128.0,12.14,1.05,34.0,1.27
CL Tryon,131.0,11.12,1.05,39.67,1.25
CL Tryon,137.0,10.67,1.02,37.5,1.3
CL Tryon,142.0,11.0,1.02,43.0,1.27
CL Tryon,146.0,11.0,1.02,47.75,1.23
SE Rowe,34.0,0.0,0.0,,
SE Rowe,37.0,0.0,0.0,,
SE Rowe,54.0,0.0,0.0,,
CE Dean,34.0,3.0,0.75,15.0,1.0
CE Dean,37.0,13.0,1.3,14.0,1.12
CE Dean,41.0,14.5,1.53,24.0,1.07
CE Dean,46.0,10.33,1.24,21.67,1.0
CE Dean,48.0,10.33,1.24,30.33,1.07
CE Dean,54.0,14.33,1.34,42.0,1.2
CE Dean,58.0,11.0,1.26,37.5,1.23
CE Dean,62.0,11.0,1.26,28.67,1.21
CE Dean,66.0,11.0,1.26,34.67,1.29
CE Dean,69.0,9.8,1.29,38.67,1.28
CE Dean,76.0,11.6,1.35,43.83,1.31
CE Dean,80.0,11.6,1.35,46.33,1.32
CE Dean,83.0,12.67,1.21,47.67,1.27
CE Dean,86.0,11.71,1.08,50.33,1.28
CE Dean,131.0,11.71,1.08,44.86,1.28
CE Dean,136.0,11.71,1.08,40.62,1.25
CE Dean,141.0,11.88,1.09,34.5,1.23
CE Dean,144.0,11.0,1.09,36.7,1.22
CE Dean,148.0,11.0,1.09,39.8,1.24
AD Carr,34.0,inf,1.22,,
AD Carr,37.0,inf,1.22,,
AD Carr,41.0,inf,0.79,,
AD Carr,46.0,19.0,0.86,,
AD Carr,48.0,19.0,0.86,,
AD Carr,66.0,19.0,0.86,,
DR Gibson,34.0,inf,4.0,inf,1.8
DR Gibson,37.0,inf,2.53,inf,1.8
DR Gibson,41.0,inf,2.07,57.0,1.9
DR Gibson,46.0,58.0,1.93,79.0,1.76
DR Gibson,48.0,67.0,1.81,100.0,1.67
DR Gibson,54.0,37.0,1.85,110.0,1.47
DR Gibson,58.0,24.67,1.8,119.0,1.49
DR Gibson,62.0,36.0,1.8,44.33,1.4
DR Gibson,66.0,27.0,1.77,32.8,1.43
DR Gibson,69.0,21.6,1.74,35.2,1.35
DR Gibson,76.0,20.0,1.74,42.0,1.45
DR Gibson,80.0,22.0,1.6,37.33,1.45
DR Gibson,83.0,19.25,1.57,37.33,1.45
DR Gibson,86.0,17.11,1.51,29.5,1.39
DR Gibson,131.0,18.2,1.49,28.56,1.37
DR Gibson,136.0,19.82,1.46,28.2,1.42
DR Gibson,141.0,20.0,1.47,26.18,1.38
DR Gibson,144.0,20.31,1.47,28.18,1.42
DR Gibson,148.0,20.14,1.51,29.45,1.45
FR Davies,34.0,,,19.0,0.95
FR Davies,37.0,0.0,0.0,15.67,1.18
FR Davies,41.0,0.0,0.0,13.8,1.15
FR Davies,46.0,4.0,0.57,17.4,1.21
FR Davies,48.0,4.0,0.57,15.86,1.21
FR Davies,58.0,2.0,0.5,18.57,1.21
FR Davies,62.0,2.0,0.5,18.88,1.19
FR Davies,66.0,2.0,0.5,23.0,1.29
FR Davies,69.0,2.0,0.5,23.67,1.31
FR Davies,76.0,2.0,0.5,25.67,1.34
FR Davies,80.0,2.0,0.5,21.33,1.33
FR Davies,83.0,3.0,0.56,22.75,1.34
FR Davies,86.0,3.0,0.56,20.07,1.29
FR Davies,127.0,3.0,0.56,22.64,1.36
FR Davies,129.0,3.5,0.64,22.2,1.33
FR Davies,134.0,2.8,0.61,23.53,1.3
FR Davies,137.0,2.8,0.61,21.28,1.32
FR Davies,140.0,2.8,0.61,20.1,1.29
FR Davies,148.0,2.8,0.61,20.86,1.32
FR Davies,150.0,3.67,0.59,21.55,1.35
AZ Monaghan,34.0,,,,
AZ Monaghan,37.0,,,,
AZ Monaghan,41.0,,,,
AZ Monaghan,54.0,,,,
AZ Monaghan,58.0,,,,
AZ Monaghan,62.0,,,,
AZ Monaghan,66.0,,,,
AZ Monaghan,69.0,4.0,1.0,,
AZ Monaghan,76.0,2.0,0.8,,
AZ Monaghan,80.0,2.0,0.8,,
AZ Monaghan,83.0,2.33,0.78,,
AZ Monaghan,86.0,2.75,0.85,,
AZ Monaghan,141.0,2.2,0.73,,
AZ Monaghan,144.0,2.2,0.73,,
DN Wyatt,35.0,7.0,0.78,,
DN Wyatt,40.0,9.5,1.06,,
DN Wyatt,42.0,44.0,1.52,,
DN Wyatt,46.0,36.33,1.36,,
DN Wyatt,50.0,33.25,1.33,,
DN Wyatt,52.0,27.0,1.31,,
DN Wyatt,55.0,31.33,1.37,10.0,2.0
DN Wyatt,60.0,29.71,1.32,10.0,2.0
DN Wyatt,64.0,26.0,1.29,10.0,2.0
DN Wyatt,66.0,30.33,1.4,10.0,2.0
DN Wyatt,70.0,28.7,1.36,9.0,1.8
DN Wyatt,74.0,28.91,1.35,9.0,1.8
DN Wyatt,78.0,27.83,1.35,9.0,1.8
DN Wyatt,81.0,30.83,1.36,9.0,1.8
DN Wyatt,87.0,28.46,1.36,9.0,1.8
DN Wyatt,89.0,26.43,1.35,9.0,1.8
DN Wyatt,90.0,25.67,1.32,9.0,1.8
DN Wyatt,125.0,25.75,1.3,9.0,1.8
DN Wyatt,127.0,28.18,1.35,9.0,1.8
DN Wyatt,128.0,27.72,1.34,9.0,1.8
DN Wyatt,131.0,26.89,1.34,9.0,1.8
DN Wyatt,137.0,25.55,1.33,9.0,1.8
DN Wyatt,142.0,26.38,1.33,9.0,1.8
DN Wyatt,146.0,25.5,1.3,9.0,1.8
S Mandhana,35.0,0.0,0.0,,
S Mandhana,40.0,61.0,1.49,,
S Mandhana,42.0,33.0,1.4,,
S Mandhana,46.0,23.0,1.25,,
S Mandhana,50.0,22.0,1.31,,
S Mandhana,52.0,17.8,1.22,,
S Mandhana,55.0,27.83,1.34,,
S Mandhana,66.0,26.57,1.34,,
S Mandhana,70.0,29.0,1.41,,
S Mandhana,74.0,30.56,1.46,,
S Mandhana,78.0,28.8,1.45,,
S Mandhana,81.0,34.5,1.51,,
S Mandhana,87.0,31.36,1.49,,
S Mandhana,89.0,30.08,1.49,,
S Mandhana,90.0,29.08,1.43,,
S Mandhana,125.0,30.93,1.44,,
S Mandhana,127.0,35.93,1.47,,
S Mandhana,128.0,34.8,1.44,,
S Mandhana,131.0,32.62,1.43,,
S Mandhana,137.0,33.12,1.42,,
S Mandhana,142.0,33.44,1.41,,
S Mandhana,146.0,31.79,1.39,,
SIR Dunkley,35.0,6.0,0.86,,
SIR Dunkley,40.0,11.0,0.96,,
SIR Dunkley,42.0,21.0,1.37,,
SIR Dunkley,46.0,21.25,1.31,,
SIR Dunkley,50.0,22.6,1.26,,
SIR Dunkley,52.0,32.6,1.38,,
SIR Dunkley,55.0,37.2,1.42,,
SIR Dunkley,60.0,48.8,1.44,,
SIR Dunkley,64.0,40.67,1.42,,
SIR Dunkley,66.0,46.33,1.42,,
SIR Dunkley,70.0,41.57,1.37,8.0,1.6
SIR Dunkley,74.0,39.5,1.36,8.0,1.6
SIR Dunkley,78.0,40.56,1.32,8.0,1.6
SIR Dunkley,81.0,40.56,1.32,8.0,1.6
SIR Dunkley,87.0,40.3,1.32,8.0,1.6
SIR Dunkley,89.0,37.36,1.32,8.0,1.6
SIR Dunkley,90.0,36.42,1.3,8.0,1.6
SIR Dunkley,129.0,35.77,1.31,14.0,1.4
SIR Dunkley,134.0,35.0,1.31,30.0,1.5
SIR Dunkley,137.0,36.0,1.32,44.0,1.47
SIR Dunkley,140.0,35.25,1.32,30.0,1.5
SIR Dunkley,148.0,37.18,1.33,18.75,1.36
SIR Dunkley,150.0,36.72,1.33,17.8,1.37
SR Taylor,35.0,inf,1.45,26.0,1.3
SR Taylor,40.0,inf,1.22,45.0,1.12
SR Taylor,42.0,inf,1.29,68.0,1.36
SR Taylor,46.0,inf,1.16,44.0,1.35
SR Taylor,50.0,inf,1.14,47.0,1.34
SR Taylor,52.0,141.0,1.08,50.0,1.33
SR Taylor,55.0,70.5,1.08,38.33,1.28
SR Taylor,60.0,54.67,1.04,43.33,1.3
SR Taylor,64.0,45.5,1.02,49.67,1.3
ME Bouchier,35.0,18.0,1.38,,
ME Bouchier,40.0,18.0,1.38,,
ME Bouchier,42.0,18.0,1.38,,
ME Bouchier,46.0,33.0,1.38,,
ME Bouchier,50.0,22.5,1.36,,
ME Bouchier,52.0,39.0,1.5,,
ME Bouchier,55.0,41.5,1.54,,
ME Bouchier,60.0,42.5,1.55,,
ME Bouchier,64.0,30.67,1.44,,
ME Bouchier,66.0,23.0,1.39,,
ME Bouchier,70.0,21.0,1.38,,
ME Bouchier,74.0,25.6,1.38,,
ME Bouchier,78.0,21.67,1.34,,
ME Bouchier,81.0,21.67,1.34,,
ME Bouchier,87.0,20.29,1.29,,
ME Bouchier,89.0,21.38,1.28,,
ME Bouchier,90.0,22.5,1.24,,
ME Bouchier,125.0,23.44,1.29,,
ME Bouchier,127.0,22.0,1.29,,
ME Bouchier,128.0,22.82,1.26,,
ME Bouchier,131.0,28.55,1.3,,
ME Bouchier,137.0,29.67,1.33,,
ME Bouchier,142.0,28.85,1.31,,
ME Bouchier,146.0,28.36,1.28,,
A Wellington,35.0,5.0,0.56,inf,0.5
A Wellington,40.0,5.0,0.56,16.0,0.8
A Wellington,42.0,5.0,0.56,12.0,0.8
A Wellington,46.0,5.0,0.56,7.75,0.78
A Wellington,50.0,2.5,0.5,10.38,0.83
A Wellington,52.0,2.5,0.5,11.88,0.83
A Wellington,55.0,2.5,0.5,14.22,0.95
A Wellington,60.0,2.5,0.5,10.77,0.9
A Wellington,64.0,1.67,0.38,11.71,0.94
A Wellington,66.0,1.67,0.38,11.41,0.99
A Wellington,70.0,1.67,0.38,12.67,1.06
A Wellington,74.0,1.67,0.38,12.14,1.09
A Wellington,78.0,1.5,0.43,12.55,1.08
A Wellington,81.0,1.5,0.43,11.76,1.07
A Wellington,87.0,6.2,1.29,11.11,1.05
A Wellington,89.0,6.2,1.29,11.76,1.08
A Wellington,90.0,5.5,1.18,11.81,1.09
A Wellington,130.0,5.5,1.18,11.94,1.08
A Wellington,133.0,5.57,1.22,12.09,1.1
A Wellington,138.0,6.29,1.26,12.71,1.09
A Wellington,143.0,9.43,1.22,13.44,1.13
A Wellington,147.0,14.14,1.24,13.17,1.12
A Shrubsole,35.0,inf,1.33,3.25,0.65
A Shrubsole,40.0,inf,1.33,7.25,0.83
A Shrubsole,42.0,inf,1.33,10.0,1.09
A Shrubsole,46.0,inf,1.33,10.57,1.04
A Shrubsole,50.0,41.0,1.28,12.86,1.05
A Shrubsole,52.0,41.0,1.28,15.29,1.06
A Shrubsole,55.0,41.0,1.28,17.43,1.05
A Shrubsole,60.0,41.0,1.28,16.75,0.99
A Shrubsole,64.0,21.0,1.2,15.1,0.97
A Shrubsole,66.0,21.0,1.2,16.9,0.99
A Shrubsole,70.0,21.0,1.2,19.1,1.03
A Shrubsole,74.0,21.0,1.2,17.33,1.01
A Shrubsole,78.0,14.0,1.17,14.31,1.02
A Shrubsole,81.0,14.0,1.17,15.38,1.01
A Shrubsole,87.0,17.67,1.2,16.41,1.06
A Shrubsole,89.0,17.67,1.2,16.17,1.02
A Shrubsole,90.0,18.33,1.17,16.42,1.04
A Shrubsole,125.0,18.33,1.17,15.95,1.05
A Shrubsole,127.0,18.33,1.17,17.14,1.11
A Shrubsole,128.0,18.33,1.17,16.25,1.09
A Shrubsole,131.0,18.33,1.17,16.79,1.09
A Shrubsole,137.0,18.33,1.15,17.0,1.09
A Shrubsole,142.0,18.33,1.15,16.89,1.11
A Shrubsole,146.0,18.33,1.15,16.96,1.12
FMK Morris,35.0,,,inf,1.9
FMK Morris,40.0,,,34.0,1.36
FMK Morris,42.0,,,57.0,1.42
FMK Morris,46.0,,,24.67,1.23
FMK Morris,50.0,0.0,0.0,20.5,1.26
FMK Morris,52.0,0.0,0.0,22.5,1.2
FMK Morris,55.0,0.0,0.0,28.25,1.19
FMK Morris,60.0,0.0,0.0,25.4,1.15
FMK Morris,64.0,11.5,0.85,26.17,1.21
FMK Morris,68.0,13.0,0.87,26.17,1.21
FMK Morris,72.0,13.0,0.87,26.17,1.21
FMK Morris,130.0,8.67,0.81,14.91,1.12
FMK Morris,133.0,7.0,0.82,15.25,1.14
FMK Morris,138.0,5.8,0.78,15.54,1.12
FMK Morris,143.0,5.0,0.73,16.38,1.12
FMK Morris,147.0,6.0,0.81,16.36,1.09
CE Rudd,35.0,,,,
CE Rudd,40.0,,,,
CE Rudd,42.0,,,,
CE Rudd,46.0,,,,
CE Rudd,50.0,inf,1.33,,
CE Rudd,52.0,inf,1.33,,
CE Rudd,55.0,inf,1.33,,
CE Rudd,60.0,inf,1.33,,
CE Rudd,64.0,inf,1.22,,
CE Rudd,66.0,inf,1.22,,
CE Rudd,70.0,inf,1.22,,
CE Rudd,74.0,inf,1.22,,
CE Rudd,78.0,inf,1.22,,
CE Rudd,81.0,inf,1.22,,
