match_id,player_name,sets,balls_bowled,runs_conceded,how_many_out,extras
180,D Wiese,2.0,10,19,0,0
180,J Overton,1.0,5,5,1,0
180,JC Tongue,3.2,17,20,2,1
180,MW Short,2.0,10,18,0,0
180,RJW Topley,4.0,23,29,1,3
180,TW Hartley,4.0,20,25,2,0
180,WD Parnell,2.0,10,24,0,0
180,Zaman Khan,3.0,15,18,0,0
181,DA Payne,4.0,20,17,3,0
181,DJ Mitchell,1.0,5,15,0,0
181,DJ Willey,4.0,20,18,2,0
181,DJ Worrall,4.0,20,24,3,0
181,JA Thompson,3.0,15,10,0,0
181,LA Dawson,4.0,20,20,1,0
181,LH Ferguson,4.0,21,25,2,2
181,MJ Henry,4.0,20,15,2,0
181,NT Ellis,3.6,18,18,0,0
181,RE van der Merwe,4.0,21,31,0,5
181,RS Bopara,3.0,15,22,0,0
182,A Zampa,4.0,20,20,2,0
182,AAP Atkinson,4.0,20,28,1,0
182,DR Sams,4.0,20,38,2,0
182,IS Sodhi,2.4,12,26,0,0
182,L Gregory,3.0,15,21,0,0
182,L Wood,3.0,15,20,1,0
182,M Carter,3.0,15,21,1,0
182,NA Sowter,2.0,10,18,1,0
182,SH Johnson,2.0,11,12,1,2
182,SJ Cook,3.0,15,22,1,0
182,SM Curran,3.0,15,25,0,0
182,TK Curran,4.0,21,31,2,2
182,WG Jacks,1.0,5,8,0,0
183,AU Rashid,4.0,20,27,1,0
183,BA Carse,2.0,10,13,1,0
183,CF Parkinson,3.0,18,28,0,4
183,D Wiese,2.0,10,21,0,0
183,DA Payne,4.0,21,53,1,1
183,DJ Willey,3.0,15,10,2,0
183,LH Ferguson,3.0,15,25,0,0
183,LWP Wells,3.0,15,31,1,0
183,MJ Henry,3.0,16,12,1,5
183,MJ Potts,4.0,23,37,0,4
183,RE van der Merwe,4.0,21,24,2,1
183,RJW Topley,3.0,15,32,0,0
184,AJ Turner,3.0,15,24,1,0
184,CG Harrison,3.0,15,13,0,0
184,CJ Jordan,4.0,21,28,2,1
184,CN Ackermann,2.0,10,7,1,0
184,GHS Garton,2.0,11,13,0,1
184,J Overton,2.0,10,14,0,0
184,JC Tongue,2.0,10,23,1,0
184,MJ Santner,4.0,20,20,0,0
184,PI Walter,2.0,10,9,0,0
184,Rehan Ahmed,4.0,20,26,2,0
184,TS Mills,4.0,23,27,3,3
184,TW Hartley,3.0,15,27,0,0
184,Zaman Khan,4.0,24,22,2,5
185,AF Milne,4.0,20,20,4,0
185,BAC Howell,1.0,5,8,0,0
185,DJ Mitchell,2.0,11,21,0,2
185,DW Lawrence,4.0,20,35,0,0
185,JA Thompson,4.0,22,39,1,2
185,KW Richardson,2.0,10,11,0,0
185,LA Dawson,3.0,15,31,1,0
185,LS Livingstone,4.0,20,30,2,0
185,MS Crane,3.0,18,36,0,11
185,T Sangha,4.0,21,15,3,1
185,TG Helm,2.8,15,24,1,5
185,TG Southee,4.0,20,23,3,0
186,C Overton,3.0,15,47,0,0
186,CG Harrison,2.0,12,33,0,3
186,CJ Jordan,3.2,16,43,1,0
186,GHS Garton,2.0,10,27,0,0
186,J Little,4.0,22,37,0,3
186,J Overton,4.0,20,31,0,0
186,MJ Santner,3.0,16,17,1,1
186,PI Walter,3.0,15,27,1,0
186,RJ Gleeson,4.0,23,28,0,7
186,Rehan Ahmed,4.0,20,31,0,0
186,TS Mills,4.0,22,27,1,2
186,Zaman Khan,3.0,16,34,0,1
187,AAP Atkinson,4.0,21,47,0,5
187,DR Briggs,1.0,5,2,1,0
187,J Little,4.0,20,21,1,0
187,J Overton,2.0,12,14,0,2
187,NA Sowter,4.0,21,24,1,1
187,PI Walter,3.0,16,20,1,1
187,RJ Gleeson,4.0,20,37,2,0
187,SM Curran,4.0,22,31,1,2
187,TK Curran,4.0,22,25,1,2
187,TW Hartley,4.0,20,35,1,0
187,WG Jacks,3.0,16,11,2,1
187,Zaman Khan,3.0,16,31,0,2
