match_id,team,competition,average_first_innings_runs_scored_per_game,average_second_innings_runs_scored_per_game,average_wickets_lost_per_game,average_runs_per_wicket_lost,average_first_innings_runs_conceded_per_game,average_second_innings_runs_conceded_per_game,average_wickets_taken_per_game,average_runs_per_wicket_taken,average_runs_scored_per_ball,average_runs_conceded_per_ball
137.0,Southern Brave,female,121.8,117.2,2.5,24.3,105.6,120.1,3.0,19.3,1.3,1.28
142.0,Southern Brave,female,133.8,108.2,2.5,24.6,117.4,110.8,3.1,19.1,1.3,1.28
146.0,Southern Brave,female,122.7,118.3,2.6,25.1,107.6,120.8,3.2,19.2,1.3,1.28
4.0,Northern Superchargers,male,0.0,168.0,7.0,24.0,0.0,173.0,4.0,43.2,1.66,1.73
6.0,Northern Superchargers,male,132.0,84.0,8.5,17.6,134.0,86.5,6.0,25.6,1.54,1.54
11.0,Northern Superchargers,male,66.0,148.0,7.0,20.4,67.0,150.0,6.0,24.1,1.45,1.47
15.0,Northern Superchargers,male,143.5,98.7,6.0,24.3,113.0,100.0,6.8,19.5,1.48,1.33
19.0,Northern Superchargers,male,138.3,98.7,6.0,23.7,119.0,100.0,6.4,20.5,1.45,1.32
24.0,Northern Superchargers,male,153.8,98.7,5.8,26.0,122.0,100.0,7.0,18.8,1.55,1.32
29.0,Northern Superchargers,male,151.6,98.7,6.1,24.5,127.0,100.0,6.3,21.2,1.59,1.34
93.0,Northern Superchargers,male,126.3,152.7,5.9,25.9,105.8,153.7,6.0,22.8,1.59,1.39
97.0,Northern Superchargers,male,151.7,114.5,6.1,24.9,131.7,115.2,5.7,24.5,1.6,1.4
99.0,Northern Superchargers,male,152.4,114.5,6.2,24.6,135.4,115.2,5.8,24.3,1.6,1.42
103.0,Northern Superchargers,male,151.2,114.5,6.1,24.9,136.9,115.2,5.5,25.5,1.61,1.42
109.0,Northern Superchargers,male,153.2,114.5,6.1,25.2,136.9,115.2,5.8,24.2,1.62,1.42
111.0,Northern Superchargers,male,137.9,160.8,6.2,25.3,123.2,167.2,5.8,25.3,1.64,1.47
116.0,Northern Superchargers,male,137.9,151.8,6.0,25.5,123.2,156.6,5.6,25.5,1.6,1.46
121.0,Northern Superchargers,male,151.4,126.5,6.1,24.7,135.1,130.5,5.9,24.2,1.58,1.44
157.0,Northern Superchargers,male,155.9,126.5,5.9,26.0,135.6,130.5,5.8,24.5,1.61,1.44
161.0,Northern Superchargers,male,154.8,126.5,5.9,26.2,135.9,130.5,5.9,24.1,1.6,1.43
164.0,Northern Superchargers,male,142.8,155.8,6.0,25.9,125.5,161.3,5.8,24.8,1.61,1.46
167.0,Northern Superchargers,male,142.8,153.7,6.2,25.1,125.5,164.3,5.8,25.1,1.61,1.48
173.0,Northern Superchargers,male,142.8,152.9,6.2,24.8,125.5,163.8,5.8,25.1,1.6,1.49
176.0,Northern Superchargers,male,142.8,145.1,6.4,23.6,125.5,163.8,5.9,25.2,1.56,1.51
36.0,Northern Superchargers,female,0.0,131.0,0.2,32.8,0.0,130.0,0.4,16.2,1.31,1.53
39.0,Northern Superchargers,female,149.0,65.5,0.5,25.5,122.0,65.0,0.7,16.8,1.4,1.36
44.0,Northern Superchargers,female,129.0,65.5,0.8,20.5,113.5,65.0,0.8,18.8,1.3,1.25
48.0,Northern Superchargers,female,128.0,65.5,1.0,21.5,118.7,65.0,0.9,22.1,1.29,1.26
52.0,Northern Superchargers,female,115.0,65.5,1.0,21.9,111.2,65.0,1.0,23.0,1.28,1.26
56.0,Northern Superchargers,female,117.2,65.5,1.2,22.4,114.4,65.0,1.0,26.0,1.31,1.26
61.0,Northern Superchargers,female,97.7,132.0,1.4,22.4,95.3,138.5,1.1,27.4,1.32,1.29
65.0,Northern Superchargers,female,121.5,88.0,1.5,23.1,119.7,92.3,1.1,31.1,1.36,1.31
69.0,Northern Superchargers,female,122.3,88.0,1.6,23.8,120.0,92.3,1.3,28.6,1.35,1.3
75.0,Northern Superchargers,female,107.0,137.3,1.7,24.4,105.0,143.3,1.4,29.5,1.36,1.33
77.0,Northern Superchargers,female,107.0,143.2,1.7,26.0,105.0,147.5,1.4,31.1,1.39,1.35
82.0,Northern Superchargers,female,107.0,137.0,1.8,25.3,105.0,142.6,1.6,29.9,1.36,1.34
87.0,Northern Superchargers,female,125.1,114.2,2.0,25.2,120.6,118.8,1.8,27.5,1.37,1.33
126.0,Northern Superchargers,female,111.2,132.8,2.0,25.7,107.2,137.2,2.0,25.9,1.35,1.34
128.0,Northern Superchargers,female,122.3,113.9,2.2,24.3,118.6,117.6,2.1,25.5,1.34,1.32
132.0,Northern Superchargers,female,123.5,113.9,2.2,24.8,119.2,117.6,2.2,24.9,1.34,1.31
135.0,Northern Superchargers,female,125.3,113.9,2.3,25.3,120.1,117.6,2.3,24.9,1.34,1.31
138.0,Northern Superchargers,female,125.9,113.9,2.3,25.4,119.1,117.6,2.4,24.2,1.36,1.3
144.0,Northern Superchargers,female,116.2,133.3,2.4,25.2,109.9,136.9,2.5,23.9,1.36,1.3
147.0,Northern Superchargers,female,124.5,116.6,2.6,24.3,118.2,119.8,2.6,23.3,1.34,1.29
150.0,Northern Superchargers,female,125.9,116.6,2.6,24.7,118.9,119.8,2.7,22.8,1.35,1.29
4.0,Welsh Fire,male,173.0,0.0,4.0,43.2,168.0,0.0,7.0,24.0,1.73,1.66
7.0,Welsh Fire,male,169.0,0.0,4.0,42.2,157.5,0.0,7.0,22.5,1.69,1.57
10.0,Welsh Fire,male,162.7,0.0,4.7,34.9,156.0,0.0,5.7,27.5,1.65,1.55
14.0,Welsh Fire,male,152.2,0.0,5.2,29.0,148.2,0.0,5.2,28.2,1.57,1.48
18.0,Welsh Fire,male,149.6,0.0,5.8,25.8,146.6,0.0,5.0,29.3,1.56,1.46
21.0,Welsh Fire,male,124.7,91.0,6.5,21.5,122.2,184.0,5.0,30.6,1.45,1.59
23.0,Welsh Fire,male,148.7,45.5,6.3,22.3,146.7,92.0,4.6,33.2,1.48,1.57
30.0,Welsh Fire,male,127.4,128.0,6.4,22.5,125.7,173.5,4.6,33.2,1.5,1.59
91.0,Welsh Fire,male,142.7,85.3,6.4,21.6,141.3,115.7,4.2,35.2,1.5,1.53
95.0,Welsh Fire,male,124.9,125.0,6.4,21.5,123.6,168.3,4.3,34.7,1.47,1.53
102.0,Welsh Fire,male,124.9,125.2,6.3,21.7,123.6,158.8,4.5,32.5,1.45,1.51
106.0,Welsh Fire,male,124.9,120.6,6.6,20.3,123.6,156.8,4.9,30.1,1.41,1.52
112.0,Welsh Fire,male,141.0,100.5,6.7,19.9,140.1,130.7,4.6,31.8,1.42,1.51
114.0,Welsh Fire,male,125.3,123.7,6.9,19.5,124.6,156.7,4.7,31.2,1.42,1.51
116.0,Welsh Fire,male,138.0,106.0,6.7,19.8,137.4,134.3,4.7,31.1,1.41,1.49
119.0,Welsh Fire,male,124.2,126.4,6.6,20.1,123.7,158.9,4.6,31.7,1.41,1.5
152.0,Welsh Fire,male,133.6,110.6,6.4,20.4,132.2,139.0,4.6,31.2,1.44,1.52
155.0,Welsh Fire,male,121.5,128.8,6.4,20.4,120.2,157.4,4.8,30.0,1.44,1.52
158.0,Welsh Fire,male,134.0,114.4,6.4,20.5,132.7,139.9,4.9,29.2,1.43,1.51
163.0,Welsh Fire,male,122.8,127.3,6.3,20.8,121.7,152.3,5.0,28.3,1.42,1.5
166.0,Welsh Fire,male,130.1,114.6,6.5,19.9,129.2,137.1,4.8,28.9,1.42,1.47
169.0,Welsh Fire,male,120.1,129.4,6.5,20.1,119.3,152.3,4.9,28.7,1.42,1.47
177.0,Welsh Fire,male,120.1,127.6,6.3,20.3,119.3,148.4,5.0,27.4,1.41,1.46
36.0,Welsh Fire,female,130.0,0.0,0.3,16.2,131.0,0.0,0.2,32.8,1.53,1.31
40.0,Welsh Fire,female,120.0,0.0,0.6,16.0,121.5,0.0,0.2,40.5,1.42,1.22
43.0,Welsh Fire,female,80.0,124.0,0.6,22.8,81.0,120.0,0.5,30.2,1.35,1.26
47.0,Welsh Fire,female,117.3,62.0,0.8,21.6,114.3,60.0,0.8,22.0,1.29,1.19
51.0,Welsh Fire,female,113.5,62.0,1.1,18.1,111.5,60.0,1.0,21.0,1.25,1.16
53.0,Welsh Fire,female,116.2,62.0,1.4,17.2,115.4,60.0,0.9,25.8,1.31,1.19
55.0,Welsh Fire,female,96.8,125.5,1.5,18.5,96.2,143.0,1.0,28.8,1.31,1.25
62.0,Welsh Fire,female,112.7,83.7,1.7,17.2,112.2,95.3,1.1,29.1,1.33,1.22
68.0,Welsh Fire,female,96.6,131.0,1.8,18.1,96.1,149.0,1.2,29.5,1.34,1.26
72.0,Welsh Fire,female,96.6,134.5,1.9,19.6,96.1,150.8,1.2,31.9,1.35,1.29
78.0,Welsh Fire,female,96.6,129.2,2.1,18.4,96.1,145.0,1.4,29.1,1.33,1.29
80.0,Welsh Fire,female,113.6,107.7,2.3,17.8,113.6,120.8,1.4,30.4,1.33,1.28
82.0,Welsh Fire,female,114.8,107.7,2.4,18.0,113.4,120.8,1.6,29.1,1.32,1.27
85.0,Welsh Fire,female,113.1,107.7,2.6,17.5,112.1,120.8,1.6,29.9,1.32,1.25
127.0,Welsh Fire,female,118.3,107.7,2.6,18.7,117.0,120.8,1.6,30.6,1.34,1.27
129.0,Welsh Fire,female,107.5,121.2,2.7,18.2,106.4,134.2,1.8,27.4,1.31,1.26
134.0,Welsh Fire,female,120.0,103.9,2.8,18.3,118.5,115.0,1.9,27.8,1.31,1.26
137.0,Welsh Fire,female,122.0,103.9,2.9,18.7,120.8,115.0,2.0,26.8,1.32,1.27
140.0,Welsh Fire,female,126.5,103.9,2.9,19.8,122.2,115.0,2.1,26.9,1.35,1.28
148.0,Welsh Fire,female,129.0,103.9,2.9,20.4,123.4,115.0,2.2,26.4,1.36,1.29
150.0,Welsh Fire,female,120.4,122.1,3.0,20.2,115.1,135.6,2.3,26.8,1.36,1.29
