match_id,player_name,balls_faced,runs_scored,out,catches
179,Rehan Ahmed,1,1,0,0
179,SM Curran,13,8,1,0
179,SW Billings,2,0,1,0
179,TH David,18,44,0,0
179,TK Curran,29,43,1,0
179,TS Muyeye,12,11,1,0
179,WG Jacks,9,13,1,0
180,A Lyth,4,1,1,1
180,AJ Hose,6,15,1,1
180,AJ Turner,4,4,0,0
180,AU Rashid,14,13,1,1
180,BA Carse,4,2,1,1
180,CF Parkinson,2,1,1,0
180,D Wiese,5,4,1,1
180,HC Brook,7,2,1,0
180,J Overton,3,2,1,1
180,JC Buttler,48,75,1,1
180,LJ Evans,4,7,1,1
180,MDE Holden,8,11,1,0
180,MW Short,12,12,1,0
180,PD Salt,19,28,1,1
180,PI Walter,17,28,1,0
180,RJW Topley,8,11,0,0
180,T Banton,7,6,1,1
180,WD Parnell,8,11,1,1
181,AM Rossington,4,2,1,1
181,DJ Mitchell,23,15,1,1
181,DW Lawrence,2,0,1,1
181,GD Phillips,14,21,0,0
181,JA Thompson,1,0,0,0
181,JM Bairstow,38,40,1,0
181,JM Clarke,7,2,1,1
181,LA Dawson,14,24,1,0
181,LWP Wells,2,0,1,1
181,MJJ Critchley,20,21,1,1
181,MS Wade,6,11,1,1
181,NT Ellis,1,0,1,0
181,RS Bopara,20,24,1,0
181,SS Eskinazi,6,9,1,1
181,TB Abell,26,37,0,0
181,Z Crawley,11,2,1,1
182,AD Hales,6,4,1,1
182,C Munro,25,36,1,1
182,DR Sams,9,19,1,1
182,JDS Neesham,5,4,1,0
182,JE Root,8,9,1,0
182,JJ Roy,13,19,1,1
182,L Gregory,24,35,1,1
182,L Wood,5,4,0,0
182,M Carter,1,1,0,0
182,SM Curran,1,0,1,0
182,SR Hain,10,16,1,0
182,SW Billings,40,76,0,0
182,T Kohler-Cadmore,14,14,1,1
182,TK Curran,10,18,0,0
182,TS Muyeye,1,0,1,1
182,WG Jacks,22,31,1,0
183,A Lyth,8,2,1,0
183,AJ Hose,13,15,1,1
183,AU Rashid,11,6,1,0
183,BA Carse,8,9,1,1
183,D Wiese,4,3,0,0
183,HC Brook,42,105,1,0
183,JM Bairstow,40,44,1,1
183,JM Clarke,23,42,0,0
183,LWP Wells,4,6,0,0
183,MJ Potts,7,8,0,0
183,MW Short,1,0,1,0
183,SS Eskinazi,29,58,1,0
183,T Banton,9,0,1,1
184,AJ Turner,4,5,0,0
184,CG Harrison,3,1,1,0
184,CN Ackermann,23,24,0,0
184,DP Conway,40,54,0,0
184,FH Allen,4,14,1,1
184,J Overton,8,10,1,0
184,JC Buttler,44,45,1,1
184,JJ Weatherley,3,0,1,0
184,JL du Plooy,4,2,1,1
184,JM Vince,25,33,1,1
184,LJ Evans,4,2,1,1
184,PD Salt,8,17,1,1
184,PI Walter,13,12,1,1
184,TW Hartley,4,2,1,1
184,WL Madsen,17,22,1,1
185,BAC Howell,11,23,0,0
185,BM Duckett,34,47,1,1
185,CG Benjamin,6,8,0,0
185,DJ Bell-Drummond,14,23,1,0
185,DJ Mitchell,38,57,1,0
185,DW Lawrence,7,6,1,1
185,JA Thompson,2,1,1,0
185,JL Smith,31,52,1,0
185,LA Dawson,5,1,1,1
185,LS Livingstone,6,8,1,1
185,MJJ Critchley,9,6,1,1
185,MM Ali,17,32,1,1
185,MS Crane,3,3,0,0
185,MS Pepper,1,0,1,1
185,MS Wade,4,0,1,0
185,TG Southee,4,3,1,0
185,WCF Smeed,1,0,1,1
185,Z Crawley,4,2,1,0
186,DP Conway,38,51,0,0
186,FH Allen,42,69,1,1
186,J Overton,3,7,0,0
186,JC Buttler,49,82,1,1
186,JM Vince,28,56,0,0
186,LJ Evans,13,22,0,0
186,MDE Holden,17,31,1,1
186,PD Salt,17,47,1,1
187,J Overton,22,28,0,0
187,JC Buttler,15,11,1,0
187,JDS Neesham,34,57,0,0
187,JJ Roy,3,0,1,1
187,LJ Evans,3,1,1,1
187,MDE Holden,28,37,1,0
187,PD Salt,16,25,1,1
187,PI Walter,12,7,1,0
187,PR Stirling,5,5,1,1
187,SM Curran,1,0,1,1
187,SW Billings,11,10,1,1
187,TK Curran,34,67,0,0
187,TW Hartley,8,16,0,0
187,WG Jacks,16,14,1,1
187,WL Madsen,3,4,1,0
