match_id,innings,ball_no,batting_team,bowling team,batter,bowler,non_batter,runs,extras,extra_type,total_runs,wicket,how_out,catcher
1,2,81,Manchester Originals,Oval Invincibles,CG Harrison,TK Curran,CR Brathwaite,1,0,False,1,False,False,False
1,2,82,Manchester Originals,Oval Invincibles,CR Brathwaite,TK Curran,CG Harrison,6,0,False,6,False,False,False
1,2,83,Manchester Originals,Oval Invincibles,CR Brathwaite,TK Curran,CG Harrison,1,0,False,1,False,False,False
1,2,84,Manchester Originals,Oval Invincibles,CG Harrison,TK Curran,CR Brathwaite,4,0,False,4,False,False,False
1,2,85,Manchester Originals,Oval Invincibles,CG Harrison,TK Curran,CR Brathwaite,1,0,False,1,False,False,False
1,2,86,Manchester Originals,Oval Invincibles,CR Brathwaite,SM Curran,CG Harrison,1,0,False,1,False,False,False
1,2,87,Manchester Originals,Oval Invincibles,CG Harrison,SM Curran,CR Brathwaite,1,0,False,1,False,False,False
1,2,88,Manchester Originals,Oval Invincibles,CR Brathwaite,SM Curran,CG Harrison,1,0,False,1,False,False,False
1,2,89,Manchester Originals,Oval Invincibles,CG Harrison,SM Curran,CR Brathwaite,4,0,False,4,False,False,False
1,2,90,Manchester Originals,Oval Invincibles,CG Harrison,SM Curran,CR Brathwaite,0,1,legbyes,1,False,False,False
1,2,91,Manchester Originals,Oval Invincibles,CG Harrison,TK Curran,CR Brathwaite,2,0,False,2,False,False,False
1,2,92,Manchester Originals,Oval Invincibles,CG Harrison,TK Curran,CR Brathwaite,0,0,False,0,True,caught,SM Curran
1,2,93,Manchester Originals,Oval Invincibles,TW Hartley,TK Curran,CR Brathwaite,1,0,False,1,False,False,False
1,2,94,Manchester Originals,Oval Invincibles,CR Brathwaite,TK Curran,TW Hartley,2,0,False,2,False,False,False
1,2,95,Manchester Originals,Oval Invincibles,CR Brathwaite,TK Curran,TW Hartley,2,0,False,2,False,False,False
1,2,96,Manchester Originals,Oval Invincibles,CR Brathwaite,SM Curran,TW Hartley,0,0,False,0,True,caught,JJ Roy
1,2,97,Manchester Originals,Oval Invincibles,FJ Klaassen,SM Curran,TW Hartley,2,0,False,2,False,False,False
1,2,98,Manchester Originals,Oval Invincibles,FJ Klaassen,SM Curran,TW Hartley,0,2,noballs,2,False,False,False
1,2,98,Manchester Originals,Oval Invincibles,FJ Klaassen,SM Curran,TW Hartley,1,0,False,1,False,False,False
1,2,99,Manchester Originals,Oval Invincibles,TW Hartley,SM Curran,FJ Klaassen,2,0,False,2,False,False,False
1,2,100,Manchester Originals,Oval Invincibles,TW Hartley,SM Curran,FJ Klaassen,2,0,False,2,False,False,False
2,1,1,London Spirit,Birmingham Phoenix,Z Crawley,AF Milne,JP Inglis,0,0,False,0,False,False,False
2,1,2,London Spirit,Birmingham Phoenix,Z Crawley,AF Milne,JP Inglis,0,2,noballs,2,False,False,False
2,1,2,London Spirit,Birmingham Phoenix,Z Crawley,AF Milne,JP Inglis,0,0,False,0,False,False,False
2,1,3,London Spirit,Birmingham Phoenix,Z Crawley,AF Milne,JP Inglis,1,0,False,1,False,False,False
2,1,4,London Spirit,Birmingham Phoenix,JP Inglis,AF Milne,Z Crawley,0,0,False,0,False,False,False
2,1,5,London Spirit,Birmingham Phoenix,JP Inglis,AF Milne,Z Crawley,1,0,False,1,False,False,False
2,1,6,London Spirit,Birmingham Phoenix,Z Crawley,TG Helm,JP Inglis,1,0,False,1,False,False,False
2,1,7,London Spirit,Birmingham Phoenix,JP Inglis,TG Helm,Z Crawley,4,0,False,4,False,False,False
2,1,8,London Spirit,Birmingham Phoenix,JP Inglis,TG Helm,Z Crawley,0,0,False,0,False,False,False
2,1,9,London Spirit,Birmingham Phoenix,JP Inglis,TG Helm,Z Crawley,1,0,False,1,False,False,False
2,1,10,London Spirit,Birmingham Phoenix,Z Crawley,TG Helm,JP Inglis,6,0,False,6,False,False,False
2,1,11,London Spirit,Birmingham Phoenix,JP Inglis,AF Milne,Z Crawley,4,0,False,4,False,False,False
2,1,12,London Spirit,Birmingham Phoenix,JP Inglis,AF Milne,Z Crawley,0,0,False,0,False,False,False
2,1,13,London Spirit,Birmingham Phoenix,JP Inglis,AF Milne,Z Crawley,0,0,False,0,True,caught,MM Ali
2,1,14,London Spirit,Birmingham Phoenix,DW Lawrence,AF Milne,Z Crawley,0,0,False,0,False,False,False
2,1,15,London Spirit,Birmingham Phoenix,DW Lawrence,AF Milne,Z Crawley,0,0,False,0,False,False,False
2,1,16,London Spirit,Birmingham Phoenix,DW Lawrence,TG Helm,Z Crawley,6,0,False,6,False,False,False
